question_code,scope,window,mechanism,placement_verdict,placement_note,payload_verdict,payload_note,instruction_verdict,instruction_issue_type,writeback_verdict,writeback_note,question_text
M0.5.5,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
M0.5.6,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
M0.5.7,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
M0.5.8,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.",What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
M0.5.9,Word/term (lexical),meaning,DYNAMIC-STAGE1,CORRECT,"Answered at Stage 1 (verse-reading), prefix-selected (M0.1%/M0.5%) so it auto-tracks catalogue changes -- no drift risk.",RIGHT-SIZED,"Stage 1 batches per `passage.max_verses` (bounded, never a full-cluster push). Per verse: base text + every live verse_lexical row's role array (deliberately including unwired T-code tags, per cfg_method_rule role-list-includes-unwired-tags -- over-inclusion is a stated, deliberate design choice, not accidental bloat) + meaning_sources for the cluster's own home strongs only (not every M-code strong in the verse) + prior M0.6.5 relational context for the SAME verses only. Bounded and scoped correctly.",COMPLIANT,definitional-category;front-loaded-exposure,"CONFIRMED BUG -- #1815 (tracked, not yet fixed)","`cluster_code` is resolved via `_effective_cluster_code()`'s LIKE 'M%' fallback against live `cluster_strong` -- correct for a strong with a real M-code home, but for a front-loaded NON-MEMBER strong whose only home is a T-code, the fallback silently misattributes the answer to the calling pass's own cluster_code instead of leaving it unhomed. #1817 closed the population of T-code-only strongs this can hit (fully enumerable now); the attribution logic itself is unfixed. Applies to M0.1.x/M0.5.x only (the front-loaded word-level battery) -- confirmed by code: `_WORD_LEVEL_QUESTION_PREFIXES = ('M0.1', 'M0.5')` is the only trigger for this override path.","Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
M0.6.1,The verse,literary,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,none,N/A,Never answered by any stage -- no write-back to audit.,"What is the function of this term within its primary verse -- (a) what role does it play in the sentence, and (b) what role does it play in the verse's own argument, if a connective/chain edge shows one?"
M0.6.2,The verse,literary,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,REVISE,grain-vague,N/A,Never answered by any stage -- no write-back to audit.,"Across the characteristic's verses, what is the logical structure of its key arguments -- premises and conclusions?"
M0.6.3,The verse,literary,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,none,N/A,Never answered by any stage -- no write-back to audit.,"Does any verse function as the primary anchor — the one most fully and directly expressing the characteristic's essential character? Record it, or none."
M0.6.4,The verse,literary,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,none,N/A,Never answered by any stage -- no write-back to audit.,What does the primary anchor verse show that no other verse shows?
M0.6.5,The verse,relational,PINNED-STAGE1,CORRECT,"Answered at Stage 1 by exact question_code pin (D7.7.1/M0.6.5) -- deliberate, not a hardcoded-list bug (confirmed live 2026-09-21, escalation #1806 v8).",RIGHT-SIZED,"Same Stage 1 payload as DYNAMIC-STAGE1 (same batch, same call) -- no separate payload construction.",COMPLIANT,none,CORRECT,"M0.6.5/D7.7.1 stay keyed to the calling pass's own cluster_code by design (`_effective_cluster_code` explicitly does NOT override these -- they are that cluster's own vantage point on the verse, not a strong-level fact). `cluster_subgroup_id`/`cluster_subgroup_code` correctly NULL (pre-subgroup stage).","What role does this characteristic play in relation to the OTHER M-code characteristics present in this verse -- does it cause, enable, intensify, block, respond to, or stand in tension with each one, and do they share the same party or act on different parties? Record none if no other M-code characteristic is present."
M0.6.6,The verse,relational,PINNED-STAGE1,CORRECT,"Answered at Stage 1 by exact question_code pin (D7.7.1/M0.6.5) -- deliberate, not a hardcoded-list bug (confirmed live 2026-09-21, escalation #1806 v8).",RIGHT-SIZED,"Same Stage 1 payload as DYNAMIC-STAGE1 (same batch, same call) -- no separate payload construction.",COMPLIANT,none,CORRECT,"M0.6.5/D7.7.1 stay keyed to the calling pass's own cluster_code by design (`_effective_cluster_code` explicitly does NOT override these -- they are that cluster's own vantage point on the verse, not a strong-level fact). `cluster_subgroup_id`/`cluster_subgroup_code` correctly NULL (pre-subgroup stage).","Taking every M-code characteristic present in this verse together, what is the overall relational network this verse depicts -- which characteristics connect to which others, and how does this characteristic's own role fit within that whole picture? Record none if this characteristic is the verse's only M-code element."
T7.3.1,Science,,RETIRED,N/A -- DELETED,"deleted=1 in the live catalogue; not presented to any stage by design, not a gap.",N/A,"deleted=1 -- never presented, no payload.",RETIRED,deleted=1,N/A,Never answered by any stage -- no write-back to audit.,"Which human-science framework (psychology, moral philosophy, developmental psychology, sociology, anthropology, or other) serves as the most useful interpretive lens for this characteristic?"
T7.3.2,Science,,RETIRED,N/A -- DELETED,"deleted=1 in the live catalogue; not presented to any stage by design, not a gap.",N/A,"deleted=1 -- never presented, no payload.",RETIRED,deleted=1,N/A,Never answered by any stage -- no write-back to audit.,Where the framework illuminates the verse evidence — making a finding more coherent or complete — what does it show?
T7.3.3,Science,,RETIRED,N/A -- DELETED,"deleted=1 in the live catalogue; not presented to any stage by design, not a gap.",N/A,"deleted=1 -- never presented, no payload.",RETIRED,deleted=1,N/A,Never answered by any stage -- no write-back to audit.,"Where the verse evidence and the framework diverge, what does the divergence show?"
T7.3.4,Science,,RETIRED,N/A -- DELETED,"deleted=1 in the live catalogue; not presented to any stage by design, not a gap.",N/A,"deleted=1 -- never presented, no payload.",RETIRED,deleted=1,N/A,Never answered by any stage -- no write-back to audit.,"Does the framework surface any aspect of the characteristic the verse evidence has not yet addressed, and does that absence call for further verse investigation?"
X0.1.1,Characteristic relational,relational,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",REVISE,grain-vague(evidence),CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","Across the characteristic's verses, which adjacent characteristics appear alongside this one, and how frequently? Record none if no significant co-occurrence appears."
X0.1.2,Characteristic relational,relational,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",REVISE,grain-missing,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","At the characteristic level, what does its co-occurrence pattern (per X0.1.1) show about its place in the inner-being landscape?"
X0.2.1,Characteristic relational,relational,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",REVISE,grain-vague(evidence),CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","Across the characteristic's verses, does it consistently precede, following, or accompany another characteristic in a sequence; if so which and how? Record none if no sequence appears."
X0.2.2,Characteristic relational,relational,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",REVISE,grain-missing,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","At the characteristic level, what does its sequence pattern (per X0.2.1) show -- is the relationship causal, developmental, or correlational?"
X0.3.1,Characteristic relational,relational,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",REVISE,grain-vague(evidence),CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","Across the characteristic's verses, does it produce another characteristic, and if so which, and by what mechanism? Record none if none is shown."
X0.3.2,Characteristic relational,relational,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",REVISE,grain-missing,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","Across the characteristic's verses, is it produced by another characteristic, and if so which?"
X0.3.3,Characteristic relational,relational,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",REVISE,grain-missing,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","Across the characteristic's verses, is it a constituent element of another characteristic, or another a constituent of this one?"
X0.4.1,Word/term (lexical),relational,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,none,N/A,Never answered by any stage -- no write-back to audit.,"Which vocabulary terms, if any, does this characteristic share with other characteristics in the programme? Record none if none is shown."
X0.4.2,Word/term (lexical),relational,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,none,N/A,Never answered by any stage -- no write-back to audit.,Does the sharing extend to root-level architecture — a shared root generating terms across two or more characteristics?
X0.4.3,Word/term (lexical),relational,STRUCTURALLY-UNREACHABLE,WRONG -- NO STAGE SELECTS THIS SCOPE,"No stage's query includes this question's scope at all (Verse-context/The verse/most of Word-term lexical) -- structurally invisible regardless of how many clusters get processed. This is #1806's own ORIGINAL ask, still not redesigned.",N/A,Never presented to any stage -- no payload exists to audit.,COMPLIANT,none,N/A,Never answered by any stage -- no write-back to audit.,What does the vocabulary sharing show about the conceptual relationship between the characteristics?
X0.5.1,Characteristic relational,relational,DYNAMIC-STAGE4,CORRECT,"Answered at Stage 4 (char-answers), scope-selected live from wa_obs_question_catalogue -- auto-tracks catalogue changes.","RISK -- NO OVER-CAP PROTECTION (NEW FINDING, 2026-09-21)","Stage 4 (`charanswergenerate.py`) sends ALL ~52 characteristic-grain questions in ONE call per subgroup, with EVERY corpus-wide occurrence for EVERY member strong (uncapped) plus the full verse-reading + char-subgroup + char-reading observation history for every member strong. Unlike Stage 3, there is NO per-strong occurrence cap and NO splitting mechanism at all -- `charanswergenerate.py` has no equivalent of Stage 3's `_MAX_OCCURRENCES_PER_STRONG`/`_partition_occurrences_by_surface`. Confirmed this session the largest live Stage-4 payload so far (M83/D_consultative_inquiry, 164 occurrences, 1 strong) succeeded at $0.69/call with 6/52 questions left unanswered -- so the mechanism is not broken, but there is no ceiling if a much larger subgroup ever reaches this stage, and no signal before the fact that a given subgroup's payload is approaching a real risk. Flagged, not fixed here -- a genuine build gap for #1806/#1805.",COMPLIANT,none,CORRECT,"`cluster_code` = the pass's own cluster_code always (Stage 4 is never front-loaded, `_effective_cluster_code` only overrides M0.1/M0.5 prefixes) -- correct for a genuinely per-cluster/subgroup-scoped stage. `cluster_subgroup_id`/`cluster_subgroup_code` correctly populated from the caller's own known subgroup (confirmed fixed 2026-09-18, previously NULL for all 4 live stages until the researcher's own review caught it). `window` correctly derived from the catalogue's own `window` column and validated against live cfg_enum. Completeness is CODE-computed after write (`compute_question_checks`), not LLM-self-reported -- confirmed live: M83/D_consultative_inquiry and M83/B_intensified_seeking both surfaced real 'N of 52 unanswered' counts in their own run outcome, not silently absorbed.","Which adjacent characteristic most closely resembles this one, and what precisely distinguishes them?"
