module,file_path,purpose,inactive,config_exempt,config_exempt_reason,crash_escalation_reviewed,crash_escalation_note
scripts_tmp_read_cycle3,scripts/_tmp_read_cycle3.py,"Build cycle-3 passage readings (Pro 2:4 - 2:20) via _pro_read_lib. Each in isolation. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_update_claude_code_instructions,scripts/_update_claude_code_instructions.py,"Update WA-SessionB-ClaudeCode-Instructions.md with all post-v5 changes. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_update_reference_doc,scripts/_update_reference_doc.py,"Update WA-Reference-v5.1 to v5.2 with new columns from housekeeping. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_update_registry_guide,scripts/_update_registry_guide.py,"Update Registry Management Guide with new fields, queries, and terminology. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_ve_engine_v2,scripts/_ve_engine_v2.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). _ve_engine_v2.py (2026-06-16) — FIRST working build of the verse-lexical engine per 01b v2.,1,0,,0,
scripts_analytics_bible_analytics,scripts/analytics/bible_analytics.py,"bible_analytics.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_analytics_db_client,scripts/analytics/db_client.py,"db_client.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_analytics_morph_util,scripts/analytics/morph_util.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). morph_util.py — canonical morphology-code helpers (STEP / OSHB + Robinson Greek).,1,0,,0,
scripts_analytics_step_client,scripts/analytics/step_client.py,"step_client.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_analytics_word_export,scripts/analytics/word_export.py,"word_export.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_analytics_zotero_client,scripts/analytics/zotero_client.py,"zotero_client.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_apply_session_patch,scripts/apply_session_patch.py,"apply_session_patch.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_audit_cluster_v1_20260601,scripts/audit_cluster_v1_20260601.py,"Consolidated, reusable cluster auditor (read-only).",1,0,,0,
scripts_backfill_root_families,scripts/backfill_root_families.py,"backfill_root_families.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_backup_db_to_nas,scripts/backup_db_to_nas.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). backup_db_to_nas.py — consistent off-Drive backup of bible_research.db to the NAS.,1,0,,0,
scripts_build_cause_api_package,scripts/build_cause_api_package.py,"NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_cause_api_package.py (2026-06-16) — Alt 2: prepare a focused, single-purpose API run that does",1,0,,0,
scripts_build_cluster_findings_digest,scripts/build_cluster_findings_digest.py,"Read-only: dump a cluster's active findings as a navigable markdown digest. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_build_complete_extract,scripts/build_complete_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_complete_extract.py,1,0,,0,
scripts_build_corpus_prose,scripts/build_corpus_prose.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_corpus_prose.py — Compile completed word-analysis chapters into a book.,1,0,,0,
scripts_build_correlation_extract,scripts/build_correlation_extract.py,"build_correlation_extract.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_build_dimension_extract,scripts/build_dimension_extract.py,"build_dimension_extract.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_build_field_api_package,scripts/build_field_api_package.py,"NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_field_api_package.py (2026-06-16) — Alt 3: prepare a focused, single-instruction API read for ANY",1,0,,0,
scripts_build_file_manifest,archive/scripts/build_file_manifest.py,"NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_file_manifest.py — Generates database/file_manifest.json -- RETIRED 2026-08-18 (escalation #730): superseded by iba.db manifest.rebuild/manifest.search (escalation #691, applied 2026-08-15); moved to archive/, database/file_manifest.json moved to database/archive/.",1,0,,0,
scripts_build_file_patterns_extract,scripts/build_file_patterns_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_file_patterns_extract.py — File-name pattern registry extract (M35).,1,0,,0,
scripts_build_flag_classification_package_v1_20260601,scripts/build_flag_classification_package_v1_20260601.py,Assemble the FLAG-cluster classification package for Claude AI (chat).,1,0,,0,
scripts_build_label_patterns_extract,scripts/build_label_patterns_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_label_patterns_extract.py — Label pattern registry extract (M35).,1,0,,0,
scripts_build_m01_by_characteristic,scripts/build_m01_by_characteristic.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_m01_by_characteristic.py (2026-06-18) — emit M01 verse-records grouped BY characteristic.,1,0,,0,
scripts_build_m01_findings_oldnew_extract,scripts/build_m01_findings_oldnew_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_m01_findings_oldnew_extract.py — emit two comparison MDs for AI-Chat assessment of M01 findings:,1,0,,0,
scripts_build_m02_findings_oldnew_extract,scripts/build_m02_findings_oldnew_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_m02_findings_oldnew_extract.py — emit two comparison MDs for AI-Chat assessment of M02 findings:,1,0,,0,
scripts_build_obs_catalogue_export,scripts/build_obs_catalogue_export.py,"build_obs_catalogue_export.py — generic Observation Question Catalogue export. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_build_obs_catalogue_tiered_extract,scripts/build_obs_catalogue_tiered_extract.py,"build_obs_catalogue_tiered_extract.py — read-only. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_build_patch_types_extract,scripts/build_patch_types_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_patch_types_extract.py — Patch type registry extract (M35 scope).,1,0,,0,
scripts_build_programme_prose_extract,scripts/build_programme_prose_extract.py,"Superseded by iba/app/lib/prosestore.py (escalation #784) -- logic now lives there, exercised via prose.extract (Prose.ps1 -Step Extract). Kept as the documented CLI entry point (docs/prose-store-architecture.md sec8), reactivated (escalation #829).",0,1,"Thin CLI wrapper delegating entirely to iba/app/lib/prosestore.py (escalation #784/#829) -- no cfg.setting()/cfg.enum() call site of its own by design, same class as the other already-exempt pass-through scripts. Verified live: no duplicate logic, imports and calls prosestore.run_*() directly.",0,
scripts_build_reference_snapshot,scripts/build_reference_snapshot.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_reference_snapshot.py — Reference-as-Database snapshot extractor.,1,0,,0,
scripts_build_rules_extract,scripts/build_rules_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_rules_extract.py — Global rules + addenda JSON extract.,1,0,,0,
scripts_build_script_registry,scripts/build_script_registry.py,"NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_script_registry.py — canonical, regenerable registry of the project's scripts.",1,0,,0,
scripts_build_session_a_prose,scripts/build_session_a_prose.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Render per-word Session A prose as a self-contained `.md` for Verse Context input.,1,0,,0,
scripts_build_tier_catalogue_update_patch_20260619,scripts/build_tier_catalogue_update_patch_20260619.py,build_tier_catalogue_update_patch_20260619.py — emit the tier-catalogue refit as a reviewable JSON patch.,1,0,,0,
scripts_build_ve_lexical_extract,scripts/build_ve_lexical_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_ve_lexical_extract.py (2026-06-16) — emit a cluster's v2 verse-lexical as JSON for AI Chat.,1,0,,0,
scripts_build_vocab_extract,scripts/build_vocab_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). build_vocab_extract.py — Controlled vocabulary extract (M32 scope).,1,0,,0,
scripts_build_word_relationship_report,scripts/build_word_relationship_report.py,"build_word_relationship_report.py — READ-ONLY. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_classify_term_introduction_source,scripts/classify_term_introduction_source.py,"classify_term_introduction_source.py — Heuristic classifier for M30 backfill. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_combine_cluster_published_to_docx,scripts/combine_cluster_published_to_docx.py,"Combine the latest chapter drafts in a cluster's Published/ folder into one .docx. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_cost_ledger,scripts/cost_ledger.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). cost_ledger.py — ONE combined cost ledger across all three Claude surfaces.,1,0,,0,
scripts_export_database_schema,scripts/export_database_schema.py,"export_database_schema.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_export_prose_chapter_edit,scripts/export_prose_chapter_edit.py,"Superseded by iba/app/lib/prosestore.py (escalation #784) -- logic now lives there, exercised via prose.export_chapter (Prose.ps1 -Step ExportChapter). Kept as the documented CLI entry point, reactivated (escalation #829).",0,1,"Thin CLI wrapper delegating entirely to iba/app/lib/prosestore.py (escalation #784/#829) -- no cfg.setting()/cfg.enum() call site of its own by design, same class as the other already-exempt pass-through scripts. Verified live: no duplicate logic, imports and calls prosestore.run_*() directly.",0,
scripts_export_tier_catalogue,scripts/export_tier_catalogue.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). export_tier_catalogue.py (2026-06-17) — read-only export of the Tier Catalogue,1,0,,0,
scripts_export_ve_status_reports,scripts/export_ve_status_reports.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). export_ve_status_reports.py (2026-06-17) — two read-only status reports over `ve_lexical`:,1,0,,0,
scripts_export_word_json,scripts/export_word_json.py,"export_word_json.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_extract_term_data,scripts/extract_term_data.py,"extract_term_data.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_generate_cluster_summary_v1_20260603,scripts/generate_cluster_summary_v1_20260603.py,generate_cluster_summary_v1_20260603.py,1,0,,0,
scripts_generate_full_cluster_audit_v1_20260603,scripts/generate_full_cluster_audit_v1_20260603.py,generate_full_cluster_audit_v1_20260603.py  (READ-ONLY),1,0,,0,
scripts_generate_programme_snapshot,scripts/generate_programme_snapshot.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Generate a programme snapshot report.,1,0,,0,
scripts_generate_registry_overview,scripts/generate_registry_overview.py,"generate_registry_overview.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_generate_session_a_extract,scripts/generate_session_a_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). generate_session_a_extract.py — Mechanical Session A extract generator.,1,0,,0,
scripts_import_prose_chapter_edit,scripts/import_prose_chapter_edit.py,"Superseded by iba/app/lib/prosestore.py (escalation #784) -- logic now lives there, exercised via prose.import_chapter (Prose.ps1 -Step ImportChapter). Kept as the documented CLI entry point, reactivated (escalation #829).",0,1,"Thin CLI wrapper delegating entirely to iba/app/lib/prosestore.py (escalation #784/#829) -- no cfg.setting()/cfg.enum() call site of its own by design, same class as the other already-exempt pass-through scripts. Verified live: no duplicate logic, imports and calls prosestore.run_*() directly.",0,
scripts_inspect_db_only_terms,scripts/inspect_db_only_terms.py,"Detail query for DB_ONLY terms flagged during soul audit. -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_list_tables,scripts/list_tables.py,"(no module docstring or leading comment found -- needs a manual purpose write-up) -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_populate_dimension_index,scripts/populate_dimension_index.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). populate_dimension_index.py,1,0,,0,
scripts_query_h2734,scripts/query_h2734.py,"(no module docstring or leading comment found -- needs a manual purpose write-up) -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_readiness_sweep_pilot,scripts/readiness_sweep_pilot.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Readiness Sweep Pilot — read-only inspection for a single registry.,1,0,,0,
scripts_readiness_sweep_programme_scan,scripts/readiness_sweep_programme_scan.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). Programme-wide readiness sweep scan.,1,0,,0,
scripts_search_prose,scripts/search_prose.py,"Superseded by iba/app/lib/prosestore.py (escalation #784) -- logic now lives there, exercised via prose.search (Prose.ps1 -Step Search). Kept as the documented CLI entry point, reactivated (escalation #829).",0,1,"Thin CLI wrapper delegating entirely to iba/app/lib/prosestore.py (escalation #784/#829) -- no cfg.setting()/cfg.enum() call site of its own by design, same class as the other already-exempt pass-through scripts. Verified live: no duplicate logic, imports and calls prosestore.run_*() directly.",0,
scripts_token_cost_history,scripts/token_cost_history.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). token_cost_history.py — an auditable history of token consumption and estimated cost.,1,0,,0,
scripts_v3_2_l1,scripts/v3_2_l1.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). v3_2_l1.py  — V3_2 Level 1 (verse establishment) command.,1,0,,0,
scripts_verify_soul,scripts/verify_soul.py,"Quick post-audit verification for soul (registry 182). -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_verse_vertical_pass,scripts/verse_vertical_pass.py,"verse_vertical_pass.py -- INACTIVE 2026-08-18 (escalation #729): zero Cfg-method call sites, researcher decision (""set these 110 module to inactive; if the time arise when they need to be used, then the script can be updated to be fully compliant"") rather than config_exempt=1.",1,0,,0,
scripts_word_full_extract,scripts/word_full_extract.py,"CORRUPTED (pasted chat text after the SQL string, confirmed via tokenizer crash) -- escalation #701, never valid since its only commit 2026-03-19",1,0,,0,
scripts_word_study_extract,scripts/word_study_extract.py,NON-COMPLIANT (escalation #648 -- hardcoded constant(s) that should be cfg_setting-driven; see iba/app/reports/hardcoded-constants-sweep-20260817.md). word_study_extract.py,1,0,,0,
contentindex,iba/app/lib/contentindex.py,"contentindex.py — file-content concordance search over .md files, keyed on Strong's numbers/glosses/words sourced from strong/word_registry. Round 2 of the manifest + content-search plan; file_manifest (round 1) is its coverage baseline.",0,0,,1,"No __main__; writes its own INSERTs + a single conn.commit() (content_index.py :247,272) but ONLY when called from handlers/reports.py's content_index_rebuild/_search — dispatcher-inherited: a crash before its commit() is rolled back by run.py's except block on the SAME shared connection."
bootstrap_behaviour_rules,iba/app/migration/bootstrap_behaviour_rules_v1_20260818.py,One-off migration: creates cfg_behaviour_class/cfg_behaviour_rule and seeds cycle-1 ('the obvious ones') content -- GR-DB-001/GR-PROC-001/GR-REF-001/GR-PROG-009 reworded as definitive statements. Escalation #715.,0,1,"one-off migration script -- writes directly into cfg_* tables via raw sqlite3 (creates + populates them), same class as cfgload.py, already exempted from usage-checks for the same reason.",1,"GENUINE GAP: own __main__, single conn.commit() at the end (bootstrap_behaviour_rules_v1_20260818.py) but mixes 2 CREATE TABLE statements with INSERTs — Python sqlite3's legacy transaction handling auto-commits before DDL, so a crash AFTER the CREATE TABLE but BEFORE the final commit() can leave the table created but empty, with NO escalation record (no try/except at all). One-off, already run successfully — low ongoing risk, but the pattern is real, not assumed atomic. Not fixed this round (out of D3's scope — flagging is the deliverable)."
bootstrap_behaviour_rules_cycle2,iba/app/migration/bootstrap_behaviour_rules_cycle2_v1_20260818.py,"One-off migration: escalation #715 cycle 2 -- seeds cfg_behaviour_rule content from the Workflow/Claude_API, Workflow/SQLite, Workflow/Obsidian usage guides (2026-08-15, never previously folded in). Found unregistered during cycle 3's sweep (governance.new_utility_registration_timing gap) and registered retroactively.",0,1,"one-off migration script -- writes directly into cfg_* tables via raw sqlite3, same class as cfgload.py",1,"Same shape as bootstrap_behaviour_rules above (own __main__, single commit(), no try/except) but no DDL mixed in this one — a crash before commit() loses everything cleanly (no partial-DDL risk), still no escalation record."
bootstrap_behaviour_rules_cycle3,iba/app/migration/bootstrap_behaviour_rules_cycle3_v1_20260818.py,"One-off migration: escalation #715 cycle 3 -- seeds cfg_behaviour_rule content from docs/interaction-preferences.md, CLAUDE.md sec9, the orphaned wa-operational-governance-v1_0 doc, cfg_escalation.chat_routing (cross-referenced), and confirmed feedback_* memory rules; adds governance.behaviour_boundary.* + governance.procedural_document_taxonomy settings.",0,1,"one-off migration script -- writes directly into cfg_* tables via raw sqlite3, same class as cfgload.py",1,"Same as cycle2 — own __main__, single commit(), no DDL, no try/except, no escalation record on crash."
behaviour,iba/app/lib/behaviour.py,"Read-only query/report front end for cfg_behaviour_class/cfg_behaviour_rule (escalations #715/#732/#733) -- writes the live rule set to a report path. Content is written by the bootstrap_behaviour_rules_* migration scripts, never by this module.",0,0,,1,"No __main__, no DB write of its own (reads cfg_behaviour_class/_rule) — nothing to roll back; dispatcher-inherited if ever called from a write path."
bootstrap_behaviour_rules_cycle4,iba/app/migration/bootstrap_behaviour_rules_cycle4_v1_20260818.py,One-off migration: escalation #715 cycle 4 -- adds the development behaviour class (escalation #732) after a structural read-through (#733) of cycles 1-3.,0,1,"one-off migration script -- writes directly into cfg_* tables via raw sqlite3, same class as cfgload.py",1,"Same as cycle2/3 — own __main__, single commit(), no DDL, no try/except, no escalation record on crash."
add_ps_scripts_dispatch_through_run_py_rule,iba/app/migration/add_ps_scripts_dispatch_through_run_py_rule_20260821.py,"One-off migration: escalation #8 -- adds cfg_behaviour_rule (development, every-active-ps-script-dispatches-through-run-py).",0,1,"one-off migration script -- writes directly into cfg_* tables via raw sqlite3, same class as cfgload.py",1,"Own __main__, single commit(), no DDL, no try/except, no escalation record on crash -- same known class as bootstrap_behaviour_rules_cycle4 (D3, #6 v17), not fixed here, out of this migration's scope."
clear_content_index,iba/app/migration/clear_content_index_20260821.py,"One-off migration: escalation #758 -- empties content_index + content_index_scan (the current design judged unsupportable, decommissioned pending redesign #770).",0,1,"one-off migration script -- writes directly into content_index/content_index_scan via raw sqlite3, same class as cfgload.py",1,"Own __main__, single commit(), no DDL, no try/except, no escalation record on crash -- same known class as bootstrap_behaviour_rules_cycle4 (D3, #6 v17), not fixed here, out of this migration's scope."
fix_from_id_closed_items,iba/app/migration/fix_from_id_closed_items_20260821.py,"One-off data repair: escalation #767 v3 -- corrects from_id on 10 closed/completed escalation rows where the correct spawn parent was discoverable from the item's own recorded text; update() cannot touch closed items, so this calls _snapshot() directly.",0,1,"one-off migration script -- calls the real escalation._snapshot() mechanism directly, same class as fix_escalation_short_description_and_columns_20260820.py",1,"Own __main__, single commit per row via db.write/db.update inside _snapshot(), no try/except around the loop -- a mid-loop crash leaves earlier rows corrected and later ones untouched (idempotent-safe to re-run, FIXES dict is deterministic), not an inconsistent partial state. No escalation record on crash -- same known class as other one-off migrations this session, not fixed here."
bootstrap_decision_vs_defect_axis,iba/app/migration/bootstrap_decision_vs_defect_axis_v1_20260822.py,"One-off migration: escalation #798/#799 Stage 1 -- cfg_behaviour_rule 'decision-points-are-terminal-not-inline', cfg_enum resolution_kind, the raise-time requirement, the new cfg_passage module table (with governance registration and 6 rows, replacing 4 cfg_setting.passage.* rows), and raw.zero_strongs_action.",0,1,"one-off migration script -- writes directly into cfg_* tables via raw sqlite3, same class as cfgload.py",0,
prosestore,iba/app/lib/prosestore.py,"The DB-canonical prose store: extract, search, chapter export/import. Escalation #784, 2026-08-21 -- incorporates operations previously standalone in scripts/build_programme_prose_extract.py, scripts/search_prose.py, scripts/export_prose_chapter_edit.py, scripts/import_prose_chapter_edit.py into the app.",0,0,,0,
add_resolution_kind_column,iba/app/migration/add_resolution_kind_column_v1_20260822.py,"One-off migration: escalation #798/#799 Stage 2 (schema half) -- adds the resolution_kind column to escalation/escalation_history, closing a gap left by Stage 1's config-only pass.",0,1,"one-off migration script -- writes directly into cfg_* tables via raw sqlite3, same class as cfgload.py",0,
fix_dispatcher_answerrun_795,iba/app/migration/fix_dispatcher_answerrun_795_20260822.py,"Escalation #795: split the dispatcher shape's collapsed approve/reject/revise transition into 3 distinct rules, and retargeted cfg_status_flow to match.",0,1,"one-off migration script -- writes directly into cfg_* tables via raw sqlite3, same class as cfgload.py",0,
anchor_test_plan_governance_rule,iba/app/migration/anchor_test_plan_governance_rule_20260822.py,"Anchors the researcher's 2026-08-22 test-plan-per-module/utility instruction in governance (cfg_behaviour_rule + governance.* cfg_setting), escalation #795.",0,1,"one-off migration script -- writes directly into cfg_* tables via raw sqlite3, same class as cfgload.py",0,
flag_management_build_v1_20260823,iba/app/migration/flag_management_build_v1_20260823.py,"ONE-OFF migration, escalation #833 (Flag Management) -- repurposes wa_quality_flag_types/wa_data_quality_flags for prose-quality checks, adds cfg_column.inactive, retires phase2_flag_types, marks 2 dead columns inactive, records wa_session_research_flags' retention. inactive=1 once applied -- a one-off, not a reusable routine.",1,0,,0,
prose_change_log_build_v1_20260824,iba/app/migration/prose_change_log_build_v1_20260824.py,"ONE-OFF migration, escalation #836 (Prose change log design) -- creates record_change_log, moves prose_section/prose_section_type to Model A (mutate-in-place) versioning, migrates the 91 existing superseded prose_section rows into the log then hard-deletes them, baseline-backfills version pointers for every surviving row, and registers the full cfg_table/cfg_column/cfg_enum/cfg_write_grant/cfg_behaviour_rule content. inactive=1 once applied -- a one-off, not a reusable routine.",1,0,,0,
prose_first_layer_build_v1_20260824,iba/app/migration/prose_first_layer_build_v1_20260824.py,"ONE-OFF migration, escalation #829 (Prose management IBA first-layer) -- builds cfg_prose, fills/corrects cfg_column use text, cfg_enum (5 groups), cfg_status_flow, cfg_behaviour_rule (3 rows), cfg_write_grant (3 rows), the prose work package + 5 cfg_step rows, reactivates the 4 original scripts. D10 (book_stage_map vs. book_label) deliberately deferred, not built here. inactive=1 once applied -- a one-off, not a reusable routine.",1,0,,0,
