id,run_id,table_name,op,where_json,set_json,before_json,applied_at
204,RUN-20260806_165806_251-CONFIGMAINT,cfg_column,update,"{""table_name"": ""hib"", ""name"": ""kind""}","{""expectation"": ""enum.hib_kind"", ""use"": ""named_individual | unnamed_individual | named_collection | unnamed_collection | implicit_individual | implicit_collection -- six types, two orthogonal axes: plurality (individual|collection) x specificity (named|unnamed|implicit). Researcher training pass nahum-1-inner-being-training-20260803.md; debate digest Step 1 (presumptive-candidate / collective / referential rules).""}","{""table_name"": ""hib"", ""name"": ""kind"", ""ordinal"": 3, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 1, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""'named' | 'collective' | 'referential' -- debate digest Step 1 (presumptive-candidate / collective / referential rules)"", ""expectation"": ""enum.hib_kind -- six types (researcher training pass, nahum-1-inner-being-training-20260803.md): named_individual (a, individual by name), unnamed_individual (b, unknown individual), named_collection (c, named collection), unnamed_collection (d, unknown collection), implicit_individual (e, implicit individual), implicit_collection (f, implicit collection). Two orthogonal axes -- plurality (individual|collection) x specificity (named|unnamed|implicit) -- captured as one field per the researchers own prior scheme, not split into two columns."", ""source"": null, ""filled_by"": null}",2026-08-06T15:58:20Z
205,RUN-20260806_211518_159-DEBATERUNSEQ,cfg_setting,insert,{},"{""module"": ""passage"", ""key"": ""passage.debate_run_sequence"", ""value"": ""[{\""work_package\"": \""operations-ingest\"", \""step\"": \""hib.set\""}, {\""work_package\"": \""build-passages\"", \""step\"": \""passage.build\""}, {\""work_package\"": \""operations-ingest\"", \""step\"": \""phenomenon.set\""}, {\""work_package\"": \""operations-ingest\"", \""step\"": \""operation.set\""}, {\""work_package\"": \""operations-ingest\"", \""step\"": \""closing.set\""}]"", ""use"": ""Ordered step sequence Debate-Run.ps1 walks for one debate scope -- work_package+step pairs against the EXISTING active registrations (no new cfg_step rows; cfg_step.step must be globally unique across work_package). Excludes lexical.build deliberately -- separate, book-scoped, run-ahead-of-time prerequisite."", ""inactive"": 0}",,2026-08-07T04:17:32Z
206,RUN-20260806_211518_636-DEBATESTAGEPATH,cfg_setting,insert,{},"{""module"": ""passage"", ""key"": ""passage.debate_staging_path_pattern"", ""value"": ""\""iba/app/staging/operations/{book_lower}-{scope}-{step}.json\"""", ""use"": ""Predictable path Debate-Run.ps1 checks for each step payload JSON before pausing."", ""inactive"": 0}",,2026-08-07T04:17:32Z
207,RUN-20260806_211519_020-RETIRECHAPTERGEN,cfg_work_package,update,"{""name"": ""chapter-generate""}","{""inactive"": 1}","{""name"": ""chapter-generate"", ""ps_script"": ""iba/app/ps/Chapter-Generate.ps1"", ""runs_over"": ""book"", ""chained"": 1, ""complete_message"": ""chapter data + debate scaffold written -- fill in every <!-- fill in --> placeholder, then run PassageDebate-Sync.ps1 once done. Recommended: ~passage.debate_session_chapter_guideline chapters per Claude Code session, then clear context before continuing."", ""next_step_hint"": ""iba/app/ps/PassageDebate-Sync.ps1 -Book <book> -Chapters <n> -BookLabel <label>   # after manually filling the scaffold"", ""paused_message"": null, ""inactive"": 0}",2026-08-07T04:17:32Z
208,RUN-20260806_211519_393-RETIREDEBATESYNC,cfg_work_package,update,"{""name"": ""passage-debate-sync""}","{""inactive"": 1}","{""name"": ""passage-debate-sync"", ""ps_script"": ""iba/app/ps/PassageDebate-Sync.ps1"", ""runs_over"": ""book"", ""chained"": 0, ""complete_message"": null, ""next_step_hint"": null, ""paused_message"": null, ""inactive"": 0}",2026-08-07T04:17:32Z
209,RUN-20260806_211519_768-RETIREREPORTPASSAGEDEBATE,cfg_step,update,"{""work_package"": ""chapter-generate"", ""step"": ""report.passage_debate""}","{""inactive"": 1}","{""work_package"": ""chapter-generate"", ""ordinal"": 1, ""step"": ""report.passage_debate"", ""handler"": ""iba.app.handlers.reports:passage_debate_report"", ""scope"": ""book"", ""does"": ""passage-debate SCAFFOLD generator -- same handler as the standalone passage-debate-report work package (kept active for recovery reruns); ordinal 1 of chapter-generate. Manual fill-in of the written scaffold happens after this script exits, then PassageDebate-Sync.ps1 (unchanged, separate) is run once -- kept OUT of this chain because re-invoking a chained work package re-runs every ordinal from the top, which would silently overwrite a filled scaffold with a blank one."", ""inactive"": 0, ""kind"": ""operations""}",2026-08-07T04:17:32Z
210,RUN-20260806_211520_126-RETIRESTEPDEBATESYNC,cfg_step,update,"{""work_package"": ""passage-debate-sync"", ""step"": ""passage.debate_sync""}","{""inactive"": 1}","{""work_package"": ""passage-debate-sync"", ""ordinal"": 0, ""step"": ""passage.debate_sync"", ""handler"": ""iba.app.handlers.passage:debate_sync"", ""scope"": ""book"", ""does"": ""re-syncs `passage.debate_status` for an already-generated `report.passage_debate` scaffold against its CURRENT on-disk content \u2014 read-only against the debate file (does not rewrite or regenerate it), DB-write only to the tracked `passage` row's `debate_status`/`debate_written_at` via the existing `passagetrack.record_debate`; the missing half of the report.passage_debate lifecycle before this (write_scaffold writes, nothing re-checked status after manual fill-in) \u2014 GOVERNANCE.md \u00a73B"", ""inactive"": 0, ""kind"": ""operations""}",2026-08-07T04:17:32Z
211,RUN-20260807-DEBATERUNUTIL,cfg_utility,insert,{},"{""module"": ""debaterun"", ""file_path"": ""iba/app/lib/debaterun.py"", ""purpose"": ""Debate-Run.ps1 readiness checks (mirrors each operations-ingest/build-passages handler own gate) + staging-payload path resolution (passage.debate_staging_path_pattern)"", ""inactive"": 0, ""config_exempt"": 0, ""config_exempt_reason"": null}",,2026-08-07T04:22:56Z
212,RUN-20260808_055857_994-CONFIGMAINT,cfg_write_grant,insert,"{""writer"": ""passage.build"", ""table_name"": ""debate_change_detail""}","{""writer"": ""passage.build"", ""table_name"": ""debate_change_detail"", ""inactive"": 0}",,2026-08-08T05:05:54Z
213,RUN-20260808_055908_033-CONFIGMAINT,cfg_write_grant,insert,"{""writer"": ""phenomenon.set"", ""table_name"": ""debate_change_detail""}","{""writer"": ""phenomenon.set"", ""table_name"": ""debate_change_detail"", ""inactive"": 0}",,2026-08-08T05:06:02Z
214,RUN-20260808_055915_714-CONFIGMAINT,cfg_write_grant,insert,"{""writer"": ""operation.set"", ""table_name"": ""debate_change_detail""}","{""writer"": ""operation.set"", ""table_name"": ""debate_change_detail"", ""inactive"": 0}",,2026-08-08T05:06:12Z
215,RUN-20260808_055922_573-CONFIGMAINT,cfg_write_grant,insert,"{""writer"": ""closing.set"", ""table_name"": ""debate_change_detail""}","{""writer"": ""closing.set"", ""table_name"": ""debate_change_detail"", ""inactive"": 0}",,2026-08-08T05:06:22Z
216,RUN-20260808_062417_001-CONFIGMAINT,cfg_utility,update,"{""module"": ""debateaudit""}","{""config_exempt"": 1, ""config_exempt_reason"": ""writes to a fixed table name (debate_change_detail) only -- no cfg.setting()/cfg.enum() usage by design, same shape as other pure DB-write utilities already exempt""}","{""module"": ""debateaudit"", ""file_path"": ""iba/app/lib/debateaudit.py"", ""purpose"": ""debateaudit.py \u2014 the shared per-row CRUD audit trail for every debate writer (`hib.set`,"", ""inactive"": 0, ""config_exempt"": 0, ""config_exempt_reason"": null}",2026-08-08T05:24:37Z
217,RUN-20260808_065354_024-CONFIGMAINT,cfg_setting,insert,"{""key"": ""governance.oneoff_report_archive_dir""}","{""key"": ""governance.oneoff_report_archive_dir"", ""value"": ""\""archive\"""", ""use"": ""archive subfolder (relative to governance.oneoff_report_dir) that oneoff_path() moves a superseded one-off report version into before writing the next one -- same shape as write_report/cfg_report.archive_dir, added 2026-08-08 (BUILD.md sec83) once oneoff_path was found to have versioned without ever archiving."", ""module"": ""governance""}",,2026-08-08T05:54:06Z
218,RUN-20260810_062823_629-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""report.registry"", ""ordinal"": 3, ""section_key"": ""listing"", ""heading"": ""## Registry listing (all words)"", ""toc_label"": ""Registry listing (all words)"", ""include"": 1, ""inactive"": 0}",,2026-08-10T05:31:24Z
219,RUN-20260810_063841_092-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""report.registry"", ""table_name"": ""registry"", ""join_note"": ""plain word_registry listing, no join -- one row per registry word regardless of word_strong linkage; CSV mirror of the listing report section (BUILD.md sec89)"", ""inactive"": 0}",,2026-08-10T05:44:13Z
220,RUN-20260810_070102_512-CONFIGMAINT,cfg_work_package,insert,{},"{""name"": ""strong-verse-report"", ""ps_script"": ""iba/app/ps/StrongVerse-Report.ps1"", ""runs_over"": ""word"", ""chained"": 0, ""inactive"": 0}",,2026-08-10T06:12:01Z
221,RUN-20260810_070112_785-CONFIGMAINT,cfg_step,insert,{},"{""work_package"": ""strong-verse-report"", ""ordinal"": 0, ""step"": ""report.strong_verse"", ""handler"": ""iba.app.handlers.reports:strong_verse_report"", ""scope"": ""word"", ""does"": ""on-demand verse restatement for one Strongs reference (verse_lexical.strong exact match, whole Bible) in the context of a registry word -- inline-annotated, exact-variant senses only, combined-tag/empty-surface spans and unresolved collisions explicitly handled, never silently guessed"", ""inactive"": 0, ""kind"": ""utility""}",,2026-08-10T06:12:14Z
222,RUN-20260810_070121_100-CONFIGMAINT,cfg_report,insert,{},"{""step"": ""report.strong_verse"", ""title"": ""{word} -- {strong} -- verse restatement by Strongs reference"", ""show_toc"": 1, ""output_kind"": ""md"", ""naming_scheme"": ""dated"", ""archive_dir"": ""archive"", ""inactive"": 0}",,2026-08-10T06:12:22Z
223,RUN-20260810_070133_039-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""report.strong_verse"", ""ordinal"": 0, ""section_key"": ""senses"", ""heading"": ""## Exact-variant senses"", ""toc_label"": ""Exact-variant senses"", ""include"": 1, ""inactive"": 0}",,2026-08-10T06:12:36Z
224,RUN-20260810_070142_960-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""report.strong_verse"", ""ordinal"": 1, ""section_key"": ""verses"", ""heading"": ""## Verses"", ""toc_label"": ""Verses"", ""include"": 1, ""inactive"": 0}",,2026-08-10T06:12:46Z
225,RUN-20260810_070150_710-CONFIGMAINT,cfg_on_fail,insert,{},"{""step"": ""report.strong_verse"", ""condition"": ""word-not-found"", ""path"": ""report-stop"", ""message"": ""the requested word is not in the registry"", ""route"": ""terminal"", ""inactive"": 0}",,2026-08-10T06:12:57Z
226,RUN-20260810_070158_690-CONFIGMAINT,cfg_on_fail,insert,{},"{""step"": ""report.strong_verse"", ""condition"": ""strong-not-linked"", ""path"": ""report-stop"", ""message"": ""the requested Strongs code is not linked to this registry word (word_strong)"", ""route"": ""terminal"", ""inactive"": 0}",,2026-08-10T06:13:07Z
227,RUN-20260810_070216_322-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""report.strong_verse_output_dir"", ""value"": ""\""iba/app/verse-analysis/word_registry\"""", ""use"": ""base folder for report.strong_verse output -- one file per word/strong pair, filed under <base>/<word>/"", ""module"": ""report"", ""inactive"": 0}",,2026-08-10T06:13:16Z
228,RUN-20260810_070231_894-CONFIGMAINT,cfg_utility,insert,{},"{""module"": ""strongversereport"", ""file_path"": ""iba/app/lib/strongversereport.py"", ""purpose"": ""on-demand verse restatement, by ONE Strongs reference -- formalises the G2128/G2127 preview samples"", ""inactive"": 0, ""config_exempt"": 1, ""config_exempt_reason"": ""receives cfg.conn from its caller; the one setting it reads (report.strong_verse_output_dir) belongs to module report, matching registryreport.py precedent""}",,2026-08-10T06:13:28Z
229,RUN-20260810_153409_045-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""migration"", ""table_name"": ""word_registry"", ""inactive"": 0}",,2026-08-10T14:36:52Z
230,RUN-20260811_060602_469-CONFIGMAINT,cfg_report_csv_table,update,"{""step"": ""report.registry"", ""table_name"": ""word_registry""}","{""table_name"": ""word_registry_strong_pairing""}","{""step"": ""report.registry"", ""table_name"": ""word_registry"", ""join_note"": ""joined to word_strong/strong/strong_sense"", ""inactive"": 0}",2026-08-11T05:06:27Z
231,RUN-20260811_060642_377-CONFIGMAINT,cfg_report_csv_table,update,"{""step"": ""report.registry"", ""table_name"": ""registry""}","{""table_name"": ""word_registry""}","{""step"": ""report.registry"", ""table_name"": ""registry"", ""join_note"": ""plain word_registry listing, no join -- one row per registry word regardless of word_strong linkage; CSV mirror of the listing report section (BUILD.md sec89)"", ""inactive"": 0}",2026-08-11T05:07:15Z
232,RUN-20260811_161908_225-CONFIGMAINT,cfg_setting,update,"{""key"": ""step.span_html""}","{""value"": ""\""<span(?: var='[^']*')?(?: morph='([^']*)')? strong='([^']*)'>([^<]*)</span>\""""}","{""key"": ""step.span_html"", ""value"": ""\""<span[^>]*\\\\bmorph='([^']*)'[^>]*\\\\bstrong='([^']*)'[^>]*>([^<]*)</span>\"""", ""use"": ""how STEP formats an interlinear span in a verse preview: (morph, strong, surface). The forward-walk and the span parse read it."", ""module"": ""step"", ""inactive"": 0}",2026-08-11T15:24:26Z
233,RUN-20260811_162442_108-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""migration"", ""table_name"": ""span"", ""inactive"": 0}",,2026-08-11T15:24:50Z
234,RUN-20260811_172555_465-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""report.strong_meaning"", ""table_name"": ""strong"", ""join_note"": ""the raw table this report analyzes for lexicon-completeness/gap-list sections"", ""inactive"": 0}",,2026-08-11T16:26:12Z
235,RUN-20260811_172623_179-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""report.strong_meaning"", ""table_name"": ""strong_lexicon"", ""join_note"": ""the raw table this report analyzes for lexicon-completeness sections"", ""inactive"": 0}",,2026-08-11T16:26:31Z
236,RUN-20260811_172638_492-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""report.span_analysis"", ""table_name"": ""verse"", ""join_note"": ""read for preview text in the sample-verses section"", ""inactive"": 0}",,2026-08-11T16:26:46Z
237,RUN-20260811_172654_119-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""lexicon.validate"", ""table_name"": ""strong"", ""join_note"": ""the raw table this report analyzes for its coverage check"", ""inactive"": 0}",,2026-08-11T16:27:05Z
238,RUN-20260811_172713_436-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""lexicon.validate"", ""table_name"": ""strong_lexicon"", ""join_note"": ""the raw table this report analyzes for lexicon-detail coverage"", ""inactive"": 0}",,2026-08-11T16:27:22Z
239,RUN-20260811_172731_140-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""report.registry"", ""table_name"": ""word_strong"", ""join_note"": ""the raw junction table itself, not just its joined pairing export"", ""inactive"": 0}",,2026-08-11T16:27:40Z
240,RUN-20260811_175347_415-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""report.cluster_path"", ""value"": ""\""iba/app/reports/cluster.md\"""", ""use"": ""where report.cluster persists its output"", ""module"": ""report"", ""inactive"": 0}",,2026-08-11T16:54:06Z
241,RUN-20260811_175415_491-CONFIGMAINT,cfg_work_package,insert,{},"{""name"": ""cluster-report"", ""ps_script"": ""iba/app/ps/Cluster-Report.ps1"", ""runs_over"": ""none"", ""chained"": 0, ""complete_message"": null, ""next_step_hint"": null, ""paused_message"": null, ""inactive"": 0}",,2026-08-11T16:54:23Z
242,RUN-20260811_175433_722-CONFIGMAINT,cfg_step,insert,{},"{""work_package"": ""cluster-report"", ""ordinal"": 0, ""step"": ""report.cluster"", ""handler"": ""iba.app.handlers.reports:cluster_report"", ""scope"": ""none"", ""does"": ""evaluate/review the cluster taxonomy and cluster_strong assignment coverage, scoped to strong.origin=word"", ""inactive"": 0, ""kind"": ""utility""}",,2026-08-11T16:54:42Z
243,RUN-20260811_175450_231-CONFIGMAINT,cfg_report,insert,{},"{""step"": ""report.cluster"", ""title"": ""Cluster taxonomy and strong-assignment coverage"", ""show_toc"": 1, ""footer_text"": null, ""output_kind"": ""md+csv"", ""naming_scheme"": ""stable"", ""archive_dir"": ""archive"", ""inactive"": 0}",,2026-08-11T16:55:00Z
244,RUN-20260811_175510_129-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""report.cluster"", ""table_name"": ""cluster"", ""join_note"": null, ""inactive"": 0}",,2026-08-11T16:55:19Z
245,RUN-20260811_175528_833-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""report.cluster"", ""table_name"": ""cluster_strong"", ""join_note"": ""joined to strong.stepGloss/language and cluster.short_name"", ""inactive"": 0}",,2026-08-11T16:55:37Z
246,RUN-20260811_175545_532-CONFIGMAINT,cfg_report_csv_table,insert,{},"{""step"": ""report.cluster"", ""table_name"": ""strong_without_cluster"", ""join_note"": ""word-origin strong rows with no cluster_strong assignment -- the LLM-allocation target set"", ""inactive"": 0}",,2026-08-11T16:55:55Z
247,RUN-20260812_154816_846-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""config_module"", ""value"": ""cluster"", ""ordinal"": 16, ""inactive"": 0}",,2026-08-12T14:48:18Z
248,RUN-20260812_154818_427-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""strong.reconcile"", ""table_name"": ""strong"", ""inactive"": 0}",,2026-08-12T14:48:19Z
249,RUN-20260812_154819_612-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""cluster.assign"", ""table_name"": ""cluster_strong"", ""inactive"": 0}",,2026-08-12T14:48:20Z
250,RUN-20260812_154820_757-CONFIGMAINT,cfg_work_package,insert,{},"{""name"": ""cluster-assign"", ""ps_script"": ""iba/app/ps/Cluster-Assign.ps1"", ""runs_over"": ""none"", ""chained"": 0, ""complete_message"": null, ""next_step_hint"": null, ""paused_message"": null, ""inactive"": 0}",,2026-08-12T14:48:21Z
251,RUN-20260812_154821_863-CONFIGMAINT,cfg_step,insert,{},"{""work_package"": ""cluster-assign"", ""ordinal"": 0, ""step"": ""cluster.assign"", ""handler"": ""iba.app.handlers.cluster:assign"", ""scope"": ""none"", ""does"": ""DB-wide sweep: lib.strongreconcile.reconcile() per strong \u2014 mechanical HIGH-precedent classification + backfill-to-word promotion cascade where warranted. No network beyond what a promotion cascade itself needs (a real STEP verse fetch)."", ""inactive"": 0, ""kind"": ""operations""}",,2026-08-12T14:48:22Z
252,RUN-20260812_154823_025-CONFIGMAINT,cfg_step,insert,{},"{""work_package"": ""cluster-assign"", ""ordinal"": 1, ""step"": ""cluster.validate"", ""handler"": ""iba.app.handlers.cluster:validate"", ""scope"": ""none"", ""does"": ""Read-only DB-wide coverage + exception report: unclassified strongs, backfill non-T2 not yet promoted, and the two named exception shapes (cluster with no word; backfill with an already-active/clustered sibling). Persists a report every run; escalates only if exception findings exist."", ""inactive"": 0, ""kind"": ""operations""}",,2026-08-12T14:48:24Z
253,RUN-20260812_154824_144-CONFIGMAINT,cfg_step,insert,{},"{""work_package"": ""new-word"", ""ordinal"": 7, ""step"": ""strong.reconcile"", ""handler"": ""iba.app.handlers.raw:reconcile"", ""scope"": ""word"", ""does"": ""Cluster-classify and, where warranted, promote every one of the word own codes (lib.strongreconcile.reconcile() per code) \u2014 runs last, after raw.validate, so verses/spans are already validated before classification. Point (c), backfill-cluster-triage-plan-v3-20260812.md: new-word must complete through verse_lexical for qualifying strongs."", ""inactive"": 0, ""kind"": ""operations""}",,2026-08-12T14:48:25Z
254,RUN-20260812_154825_271-CONFIGMAINT,cfg_on_fail,insert,{},"{""step"": ""cluster.validate"", ""condition"": ""needs-review"", ""path"": ""pause-continue"", ""resolver"": null, ""message"": ""cluster-assignment exceptions need researcher judgement"", ""route"": ""terminal"", ""inactive"": 0}",,2026-08-12T14:48:26Z
255,RUN-20260812_154826_376-CONFIGMAINT,cfg_on_fail,insert,{},"{""step"": ""cluster.validate"", ""condition"": ""findings-rejected"", ""path"": ""report-stop"", ""resolver"": null, ""message"": ""researcher flagged cluster-assignment exceptions as needing action"", ""route"": ""terminal"", ""inactive"": 0}",,2026-08-12T14:48:27Z
256,RUN-20260812_154827_485-CONFIGMAINT,cfg_on_fail,insert,{},"{""step"": ""cluster.validate"", ""condition"": ""needs-revision"", ""path"": ""report-stop"", ""resolver"": null, ""message"": ""researcher asked for more specific investigation (see comment)"", ""route"": ""terminal"", ""inactive"": 0}",,2026-08-12T14:48:28Z
257,RUN-20260812_154828_611-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""cluster.assign.exclude_flag_gloss_from_voting"", ""value"": ""true"", ""use"": ""the cluster-allocation session pitfall: cluster.csv FLAG gloss list is an uncertainty bag, never a positive P2 precedent-match signal"", ""module"": ""cluster"", ""inactive"": 0}",,2026-08-12T14:48:29Z
258,RUN-20260812_154914_047-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""cluster.quality_report_path"", ""value"": ""\""iba/app/reports/cluster-assign.md\"""", ""use"": ""report path for cluster.validate, same convention as lexicon.quality_report_path"", ""module"": ""cluster"", ""inactive"": 0}",,2026-08-12T14:49:15Z
259,RUN-20260812_154915_152-CONFIGMAINT,cfg_report,insert,{},"{""step"": ""cluster.validate"", ""title"": ""Cluster-assignment quality report"", ""show_toc"": 1, ""footer_text"": null, ""output_kind"": ""md"", ""naming_scheme"": ""stable"", ""archive_dir"": ""archive"", ""inactive"": 0}",,2026-08-12T14:49:16Z
260,RUN-20260812_154916_307-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""cluster.validate"", ""ordinal"": 0, ""section_key"": ""summary"", ""heading"": ""## Summary"", ""toc_label"": ""Summary"", ""include"": 1, ""inactive"": 0}",,2026-08-12T14:49:17Z
261,RUN-20260812_154917_446-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""cluster.validate"", ""ordinal"": 1, ""section_key"": ""exceptions_no_word"", ""heading"": ""## Exception -- non-T2 cluster, no word_registry link"", ""toc_label"": ""Exception - no word"", ""include"": 1, ""inactive"": 0}",,2026-08-12T14:49:18Z
262,RUN-20260812_154918_577-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""cluster.validate"", ""ordinal"": 2, ""section_key"": ""exceptions_sibling_conflict"", ""heading"": ""## Exception -- backfill code with an active/clustered sibling"", ""toc_label"": ""Exception - sibling conflict"", ""include"": 1, ""inactive"": 0}",,2026-08-12T14:49:19Z
263,RUN-20260812_162257_122-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""cluster.assign.word_optional_clusters"", ""value"": ""[\""T2\"", \""T3\""]"", ""use"": ""cluster codes exempt from the needs-a-word_registry-link rule (Q2.4.1 exception 1) -- researcher correction 2026-08-12: a word generates the verse, it does not need to own every strong later found in it; T3 is inherently not word-specific"", ""module"": ""cluster"", ""inactive"": 0}",,2026-08-12T15:22:58Z
264,RUN-20260812_163725_368-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""report.cluster_stem_suffixes"", ""value"": ""[\""ically\"", \""iously\"", \""ously\"", \""ingly\"", \""edness\"", \""fulness\"", \""tion\"", \""sion\"", \""ness\"", \""ings\"", \""ing\"", \""edly\"", \""ed\"", \""ly\"", \""ies\"", \""es\"", \""s\"", \""able\"", \""ible\"", \""tive\"", \""ive\"", \""ful\"", \""ous\"", \""al\"", \""ic\""]"", ""use"": ""one-pass longest-match suffix strip for report.cluster's meaning-stemming grouping aid (grace/gracious/graciously -> one group)"", ""module"": ""report"", ""inactive"": 0}",,2026-08-12T15:37:26Z
265,RUN-20260812_163726_981-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""report.cluster_stem_prefix_len"", ""value"": ""4"", ""use"": ""prefix length used as the final grouping key after suffix-stripping, report.cluster's meaning-stemming aid"", ""module"": ""report"", ""inactive"": 0}",,2026-08-12T15:37:28Z
266,RUN-20260812_163728_523-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""report.cluster_top_meanings"", ""value"": ""10"", ""use"": ""how many stem-grouped meaning groups to show per cluster in report.cluster's new summary section"", ""module"": ""report"", ""inactive"": 0}",,2026-08-12T15:37:29Z
267,RUN-20260812_163729_941-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""report.cluster"", ""ordinal"": 0, ""section_key"": ""clusters"", ""heading"": ""## Cluster taxonomy"", ""toc_label"": ""Cluster taxonomy"", ""include"": 1, ""inactive"": 0}",,2026-08-12T15:37:37Z
268,RUN-20260812_163737_588-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""report.cluster"", ""ordinal"": 1, ""section_key"": ""by_cluster"", ""heading"": ""## Word-origin strong count per cluster"", ""toc_label"": ""Word-origin count per cluster"", ""include"": 1, ""inactive"": 0}",,2026-08-12T15:37:38Z
269,RUN-20260812_163738_894-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""report.cluster"", ""ordinal"": 2, ""section_key"": ""gap_list"", ""heading"": ""## Word-origin gap list"", ""toc_label"": ""Word-origin gap list"", ""include"": 1, ""inactive"": 0}",,2026-08-12T15:37:40Z
270,RUN-20260812_163740_175-CONFIGMAINT,cfg_report_section,insert,{},"{""step"": ""report.cluster"", ""ordinal"": 3, ""section_key"": ""cluster_summary"", ""heading"": ""## Cluster summary -- every origin"", ""toc_label"": ""Cluster summary (all origins)"", ""include"": 1, ""inactive"": 0}",,2026-08-12T15:37:41Z
271,RUN-20260817_043505_766-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""configmaint.propose"", ""table_name"": ""cfg_escalation"", ""inactive"": 0}",,2026-08-17T04:19:06Z
272,RUN-20260817_052130_987-CONFIGMAINT,cfg_write_grant,insert,{},"{""writer"": ""configmaint.propose"", ""table_name"": ""cfg_index"", ""inactive"": 0}",,2026-08-17T06:12:21Z
273,RUN-20260817_072453_265-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""governance.session_log_dir"", ""module"": ""governance"", ""value"": ""\""Logs/\"""", ""use"": ""where every SESSION-LOG-*.md narrative work-session record lives -- consolidated 2026-08-17 (escalation #682) from 5 scattered locations (iba/logs/, outputs/session-logs/, Workflow/Sessionlogs/, repo root) into this one, case-insensitive-filesystem-safe existing folder.""}",,2026-08-17T07:07:14Z
274,RUN-20260817_091252_614-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""governance.new_utility_registration_timing"", ""value"": ""\""Any new script or routine, anywhere in the project, must be registered in cfg_utility (and cfg_step/cfg_write_grant if it writes data) in the same unit of work it is created -- operationalizes governance.scripts_and_routines with a timing rule and a real enforcement check (configmaint.validate: find_unregistered_project_scripts).\"""", ""module"": ""governance"", ""inactive"": 0}",,2026-08-17T09:31:47Z
275,RUN-20260817_124236_152-CONFIGMAINT,cfg_setting,update,"{""key"": ""backup.iba_db_gap""}","{""key"": ""backup.iba_db_gap"", ""value"": ""\""RESOLVED 2026-08-17 (escalation #703): iba.db now has its own dedicated NAS backup+alerting script -- scripts/backup_db_to_nas.py, generalized to serve both databases (filename prefix, pruning lineage, and alert job identity all derived from --source, not hardcoded), scheduled task \\\""IBA DB Backup to NAS\\\"" (daily 18:10, staggered 10 min after bible_research.db's 18:00 task). Found and fixed while resolving this: a 2026-07-19 commit had accidentally repointed the shared script's DEFAULT_SOURCE to iba.db, so the 18:00 task had been backing up iba.db under misleading bible_research_-prefixed names for ~29 days, leaving bible_research.db with no dedicated integrity-checked backup in that window -- confirmed via NAS file-size comparison, not assumed. Restored + root-fixed (prefix now derived, not constant) so this class of accident cannot silently recur.\""""}","{""key"": ""backup.iba_db_gap"", ""value"": ""\""KNOWN GAP, not yet closed: iba.db has no dedicated NAS backup script with its own integrity check/alerting (unlike bible_research.db's backup_db_to_nas.py) -- it only gets backed up as a side effect of the whole-folder 18:30 mirror. Raised as its own escalation 2026-08-16, not silently fixed here.\"""", ""use"": null, ""module"": ""backup"", ""inactive"": 0}",2026-08-17T11:46:44Z
