"strong","term","source","ib_relevance"
"H2459","choicest","meaning_tree","Could impact IB"
"H2459","best part","meaning_tree","Could impact IB"
"H2470","be sick","meaning_tree","Could impact IB"
"H2470","feel weak","meaning_tree","Could impact IB"
"H2470","to become sick","meaning_tree","Could impact IB"
"H2470","become ill","meaning_tree","Could impact IB"
"H2470","to be tired","meaning_tree","Could impact IB"
"H2470","become weak","meaning_tree","Could impact IB"
"H2470","to make sore","meaning_tree","Could impact IB"
"H2470","to make sick","meaning_tree","Could impact IB"
"H2470","become sick","meaning_tree","Could impact IB"
"H2470","to grieve","meaning_tree","Could impact IB"
"H2470","to be wounded","meaning_tree","Could impact IB"
"H2476","weakness","meaning_tree","Could impact IB"
"H2476","defeat","meaning_tree","Could impact IB"
"H2476","prostration","meaning_tree","Could impact IB"
"H2479","pain","meaning_tree","Could impact IB"
"H2479","trembling","meaning_tree","Could impact IB"
"H2479","terror","meaning_tree","IB related"
"H2479","writhing","meaning_tree","Could impact IB"
"H2479","anguish","meaning_tree","IB related"
"H2483","sickness","meaning_tree","Could impact IB"
"H2487","a change","meaning_tree","Could impact IB"
"H2487","change (of garments)","meaning_tree","Could impact IB"
"H2487","replacement","meaning_tree","Could impact IB"
"H2487","change (of raiment)","meaning_tree","Could impact IB"
"H2487","relays","meaning_tree","Could impact IB"
"H2487","relief (from death)","meaning_tree","Could impact IB"
"H2487","changing","meaning_tree","Could impact IB"
"H2489","hapless","meaning_tree","Could impact IB"
"H2489","poor","meaning_tree","Could impact IB"
"H2489","unfortunate person","meaning_tree","Could impact IB"
"H2490","to profane","meaning_tree","Could impact IB"
"H2490","defile","meaning_tree","Could impact IB"
"H2490","pollute","meaning_tree","Could impact IB"
"H2490","desecrate","meaning_tree","Could impact IB"
"H2490","begin","meaning_tree","Could impact IB"
"H2490","to profane oneself","meaning_tree","Could impact IB"
"H2490","defile oneself","meaning_tree","Could impact IB"
"H2490","pollute oneself","meaning_tree","Could impact IB"
"H2490","ritually","meaning_tree","Could impact IB"
"H2490","sexually","meaning_tree","Could impact IB"
"H2490","to be polluted","meaning_tree","Could impact IB"
"H2490","be defiled","meaning_tree","Could impact IB"
"H2490","make common","meaning_tree","Not relevant"
"H2490","dishonour","meaning_tree","IB related"
"H2490","to begin","meaning_tree","Could impact IB"
"H2491","slain","meaning_tree","Could impact IB"
"H2491","fatally wounded","meaning_tree","Could impact IB"
"H2491","pierced","meaning_tree","Could impact IB"
"H2492","to be healthy","meaning_tree","Could impact IB"
"H2492","be strong","meaning_tree","Could impact IB"
"H2498","pass through","meaning_tree","Not relevant"
"H2498","pass by","meaning_tree","Not relevant"
"H2498","go through","meaning_tree","Not relevant"
"H2498","grow up","meaning_tree","Could impact IB"
"H2498","change","meaning_tree","Could impact IB"
"H2498","to pass through","meaning_tree","Not relevant"
"H2498","to overstep","meaning_tree","Could impact IB"
"H2498","transgress","meaning_tree","Could impact IB"
"H2498","to change","meaning_tree","Could impact IB"
"H2498","substitute","meaning_tree","Could impact IB"
"H2498","alter","meaning_tree","Could impact IB"
"H2498","change for better","meaning_tree","Could impact IB"
"H2498","renew","meaning_tree","Could impact IB"
"H2502","arm for war","meaning_tree","Could impact IB"
"H2502","rescue","meaning_tree","Could impact IB"
"H2502","be rescued","meaning_tree","Could impact IB"
"H2502","(Qal) equipped (participle)","meaning_tree","Could impact IB"
"H2502","to be equipped","meaning_tree","Could impact IB"
"H2502","to go equipped","meaning_tree","Could impact IB"
"H2502","to be armed","meaning_tree","Not relevant"
"H2502","to make strong","meaning_tree","Could impact IB"
"H2502","brace up","meaning_tree","Could impact IB"
"H2502","to invigorate","meaning_tree","Could impact IB"
"H2504","loins","meaning_tree","Could impact IB"
"H2504","as girded","meaning_tree","Could impact IB"
"H2505","to be smooth","meaning_tree","Could impact IB"
"H2505","slippery","meaning_tree","Could impact IB"
"H2505","deceitful","meaning_tree","IB related"
"H2505","to flatter","meaning_tree","Could impact IB"
"H2506","portion","meaning_tree","Not relevant"
"H2506","share","meaning_tree","Could impact IB"
"H2506","part","meaning_tree","Not relevant"
"H2506","territory","meaning_tree","Could impact IB"
"H2506","tract","meaning_tree","Could impact IB"
"H2506","parcel (of land)","meaning_tree","Could impact IB"
"H2506","one's portion","meaning_tree","Not relevant"
"H2506","one's possession","meaning_tree","Could impact IB"
"H2506","(chosen) portion","meaning_tree","Could impact IB"
"H2506","award (from God)","meaning_tree","Could impact IB"
"H2508","portion","meaning_tree","Not relevant"
"H2508","possession","meaning_tree","Could impact IB"
"H2508","lot","meaning_tree","Not relevant"
"H2514","flattery","meaning_tree","IB related"
"H2514","smoothness","meaning_tree","Could impact IB"
"H2514","fine promises","meaning_tree","Could impact IB"
"H2515","division","meaning_tree","Could impact IB"
"H2515","part","meaning_tree","Not relevant"
"H2515","portion","meaning_tree","Not relevant"
"H2519","flattery","meaning_tree","IB related"
"H2519","slipperiness","meaning_tree","Could impact IB"
"H2519","fine promises","meaning_tree","Could impact IB"
"H2519","smoothness","meaning_tree","Could impact IB"
"H2522","to be weak","meaning_tree","Could impact IB"
"H2522","be prostrate","meaning_tree","Could impact IB"
"H2522","to weaken","meaning_tree","Could impact IB"
"H2522","disable","meaning_tree","Could impact IB"
"H2522","prostrate","meaning_tree","Could impact IB"
"H2522","(Qal) to disable","meaning_tree","Could impact IB"
"H2523","weak","meaning_tree","Could impact IB"
"H2528","anger","meaning_tree","IB related"
"H2528","rage","meaning_tree","IB related"
"H2530","v","meaning_tree","Could impact IB"
"H2530","to desire","meaning_tree","IB related"
"H2530","covet","meaning_tree","Could impact IB"
"H2530","take pleasure in","meaning_tree","IB related"
"H2530","delight in","meaning_tree","IB related"
"H2530","(Qal) to desire","meaning_tree","IB related"
"H2530","desire greatly","meaning_tree","IB related"
"H2531","desire","meaning_tree","IB related"
"H2531","delight","meaning_tree","IB related"
"H2531","beauty","meaning_tree","Could impact IB"
"H2531","desirable","meaning_tree","Could impact IB"
"H2531","pleasant","meaning_tree","Could impact IB"
"H2532","desire","meaning_tree","IB related"
"H2534","heat","meaning_tree","Could impact IB"
"H2534","rage","meaning_tree","IB related"
"H2534","hot displeasure","meaning_tree","Could impact IB"
"H2534","indignation","meaning_tree","IB related"
"H2534","anger","meaning_tree","IB related"
"H2534","wrath","meaning_tree","IB related"
"H2534","poison","meaning_tree","Could impact IB"
"H2534","bottles","meaning_tree","Could impact IB"
"H2534","fever","meaning_tree","Could impact IB"
"H2534","venom","meaning_tree","Could impact IB"
"H2534","poison (fig.)","meaning_tree","Could impact IB"
"H2534","burning anger","meaning_tree","IB related"
"H2550","(Qal) to spare","meaning_tree","Could impact IB"
"H2550","pity","meaning_tree","IB related"
"H2550","have compassion on","meaning_tree","IB related"
"H2551","mercy","meaning_tree","IB related"
"H2551","pity","meaning_tree","IB related"
"H2551","compassion","meaning_tree","IB related"
"H2552","to be hot","meaning_tree","Could impact IB"
"H2552","become warm","meaning_tree","Could impact IB"
"H2552","of passion (fig.)","meaning_tree","IB related"
"H2552","inflame oneself with","meaning_tree","Could impact IB"
"H2552","(Piel) to warm","meaning_tree","Could impact IB"
"H2553","incense altar","meaning_tree","Could impact IB"
"H2553","sun-pillar","meaning_tree","Could impact IB"
"H2553","idol","meaning_tree","Could impact IB"
"H2553","image","meaning_tree","Could impact IB"
"H2555","violence","meaning_tree","Could impact IB"
"H2555","wrong","meaning_tree","Could impact IB"
"H2555","cruelty","meaning_tree","IB related"
"H2555","injustice","meaning_tree","IB related"
"H2556","to be red","meaning_tree","Could impact IB"
"H2567","take one fifth","meaning_tree","Not relevant"
"H2573","bottle","meaning_tree","Could impact IB"
"H2573","waterskin","meaning_tree","Could impact IB"
"H2580","favour","meaning_tree","IB related"
"H2580","grace","meaning_tree","IB related"
"H2580","charm","meaning_tree","Could impact IB"
"H2580","elegance","meaning_tree","Could impact IB"
"H2580","acceptance","meaning_tree","Could impact IB"
"H2587","gracious","meaning_tree","Could impact IB"
"H2594","favour","meaning_tree","IB related"
"H2594","compassion","meaning_tree","IB related"
"H2600","freely","meaning_tree","Could impact IB"
"H2600","for nothing","meaning_tree","Not relevant"
"H2600","without cause","meaning_tree","Could impact IB"
"H2600","gratis","meaning_tree","Could impact IB"
"H2600","gratuitously","meaning_tree","Could impact IB"
"H2600","for no purpose","meaning_tree","IB related"
"H2600","in vain","meaning_tree","Could impact IB"
"H2600","undeservedly","meaning_tree","Could impact IB"
"H2603","to be gracious","meaning_tree","Could impact IB"
"H2603","show favour","meaning_tree","IB related"
"H2603","pity","meaning_tree","IB related"
"H2603","be gracious","meaning_tree","Could impact IB"
"H2603","make favourable","meaning_tree","Could impact IB"
"H2603","have mercy on","meaning_tree","IB related"
"H2603","be shown consideration","meaning_tree","IB related"
"H2603","implore favour","meaning_tree","IB related"
"H2604","to show favour","meaning_tree","IB related"
"H2610","to be profaned","meaning_tree","Could impact IB"
"H2610","be defiled","meaning_tree","Could impact IB"
"H2610","be polluted","meaning_tree","Could impact IB"
"H2610","be corrupt","meaning_tree","IB related"
"H2610","to be polluted","meaning_tree","Could impact IB"
"H2610","to be profane","meaning_tree","Could impact IB"
"H2610","be godless","meaning_tree","Not relevant"
"H2610","to pollute","meaning_tree","Could impact IB"
"H2610","to make profane","meaning_tree","Could impact IB"
"H2610","make godless","meaning_tree","Not relevant"
"H2612","hypocrisy","meaning_tree","IB related"
"H2612","godlessness","meaning_tree","Not relevant"
"H2612","hypocrite","meaning_tree","Could impact IB"
"H2612","profaneness","meaning_tree","Could impact IB"
"H2616","to be good","meaning_tree","IB related"
"H2616","be kind","meaning_tree","Not relevant"
"H2617","goodness","meaning_tree","IB related"
"H2617","kindness","meaning_tree","IB related"
"H2617","faithfulness","meaning_tree","IB related"
"H2620","flee for protection","meaning_tree","Could impact IB"
"H2622","refuge","meaning_tree","Could impact IB"
"H2622","shelter","meaning_tree","Could impact IB"
"H2623","faithful","meaning_tree","IB related"
"H2623","kind","meaning_tree","Not relevant"
"H2623","godly","meaning_tree","Not relevant"
"H2623","holy one","meaning_tree","IB related"
"H2623","saint","meaning_tree","Could impact IB"
"H2623","pious","meaning_tree","Could impact IB"
"H2623","faithful ones (subst)","meaning_tree","IB related"
"H2632","power","meaning_tree","Could impact IB"
"H2632","strength","meaning_tree","Could impact IB"
"H2632","(royal) power","meaning_tree","Could impact IB"
"H2633","riches","meaning_tree","Could impact IB"
"H2633","treasure","meaning_tree","Not relevant"
"H2633","wealth","meaning_tree","Could impact IB"
"H2634","strong","meaning_tree","Could impact IB"
"H2637","to lack","meaning_tree","Could impact IB"
"H2637","be without","meaning_tree","Not relevant"
"H2637","decrease","meaning_tree","Could impact IB"
"H2637","be lacking","meaning_tree","Could impact IB"
"H2637","have a need","meaning_tree","Could impact IB"
"H2637","to be lacking","meaning_tree","Could impact IB"
"H2637","to diminish","meaning_tree","Could impact IB"
"H2643","innocent","meaning_tree","IB related"
"H2643","pure","meaning_tree","IB related"
"H2643","clean","meaning_tree","Could impact IB"
"H2654","to delight in","meaning_tree","IB related"
"H2654","take pleasure in","meaning_tree","IB related"
"H2654","desire","meaning_tree","IB related"
"H2654","be pleased with","meaning_tree","Could impact IB"
"H2654","of men","meaning_tree","Not relevant"
"H2654","delight in","meaning_tree","IB related"
"H2654","to delight","meaning_tree","IB related"
"H2654","of God","meaning_tree","Not relevant"
"H2654","have pleasure in","meaning_tree","IB related"
"H2655","desiring","meaning_tree","Could impact IB"
"H2655","delighting in","meaning_tree","IB related"
"H2655","having pleasure in","meaning_tree","IB related"
"H2656","delight","meaning_tree","IB related"
"H2656","pleasure","meaning_tree","IB related"
"H2656","desire","meaning_tree","IB related"
"H2656","longing","meaning_tree","IB related"
"H2656","the good pleasure","meaning_tree","IB related"
"H2659","to be ashamed","meaning_tree","Could impact IB"
"H2659","be confounded","meaning_tree","Could impact IB"
"H2659","be abashed","meaning_tree","Could impact IB"
"H2659","feel abashed","meaning_tree","Could impact IB"
"H2659","demonstrate shame","meaning_tree","IB related"
"H2659","cause embarrassment","meaning_tree","Could impact IB"
"H2664","to search","meaning_tree","Could impact IB"
"H2664","search for","meaning_tree","Could impact IB"
"H2664","to search out","meaning_tree","Could impact IB"
"H2664","disguise oneself","meaning_tree","Could impact IB"
"H2664","to search for","meaning_tree","Could impact IB"
"H2664","to think out","meaning_tree","IB related"
"H2664","devise","meaning_tree","Could impact IB"
"H2664","test","meaning_tree","Could impact IB"
"H2664","be exposed","meaning_tree","Could impact IB"
"H2664","(Piel) to search","meaning_tree","Could impact IB"
"H2664","search through","meaning_tree","Could impact IB"
"H2664","be sought out","meaning_tree","Could impact IB"
"H2664","to disguise oneself","meaning_tree","Could impact IB"
"H2665","trick","meaning_tree","Could impact IB"
"H2665","plot","meaning_tree","Could impact IB"
"H2665","(shrewd) device","meaning_tree","Could impact IB"
"H2666","be freed","meaning_tree","Could impact IB"
"H2685","harsh","meaning_tree","Could impact IB"
"H2685","show insolence","meaning_tree","Could impact IB"
"H2711","decree","meaning_tree","Could impact IB"
"H2711","resolve","meaning_tree","IB related"
"H2711","statute","meaning_tree","Could impact IB"
"H2711","action prescribed","meaning_tree","Could impact IB"
"H2713","to search","meaning_tree","Could impact IB"
"H2713","search for","meaning_tree","Could impact IB"
"H2713","search out","meaning_tree","Could impact IB"
"H2713","examine","meaning_tree","Could impact IB"
"H2713","investigate","meaning_tree","Could impact IB"
"H2713","to search (for)","meaning_tree","Could impact IB"
"H2713","to search through","meaning_tree","Could impact IB"
"H2713","explore","meaning_tree","Could impact IB"
"H2713","to examine thoroughly","meaning_tree","Could impact IB"
"H2713","be found out","meaning_tree","Could impact IB"
"H2713","be ascertained","meaning_tree","Could impact IB"
"H2713","be examined","meaning_tree","Could impact IB"
"H2713","seek out","meaning_tree","Could impact IB"
"H2714","a search","meaning_tree","Could impact IB"
"H2714","investigation","meaning_tree","Could impact IB"
"H2714","searching","meaning_tree","Could impact IB"
"H2714","enquiry","meaning_tree","Could impact IB"
"H2718","to dry up","meaning_tree","Could impact IB"
"H2718","be waste","meaning_tree","Could impact IB"
"H2727","tremble","meaning_tree","Could impact IB"
"H2727","quake","meaning_tree","Could impact IB"
"H2729","to tremble","meaning_tree","Could impact IB"
"H2729","quake","meaning_tree","Could impact IB"
"H2729","move about","meaning_tree","Could impact IB"
"H2729","be afraid","meaning_tree","Could impact IB"
"H2729","be startled","meaning_tree","Could impact IB"
"H2729","be terrified","meaning_tree","Could impact IB"
"H2729","rout (an army)","meaning_tree","Could impact IB"
"H2730","trembling","meaning_tree","Could impact IB"
"H2730","fearful","meaning_tree","IB related"
"H2730","afraid","meaning_tree","Could impact IB"
"H2731","fear","meaning_tree","IB related"
"H2731","anxiety","meaning_tree","IB related"
"H2731","quaking","meaning_tree","Could impact IB"
"H2731","trembling","meaning_tree","Could impact IB"
"H2731","(extreme) anxiety","meaning_tree","IB related"
"H2731","anxious care","meaning_tree","Could impact IB"
"H2734","to be hot","meaning_tree","Could impact IB"
"H2734","furious","meaning_tree","Could impact IB"
"H2734","burn","meaning_tree","Could impact IB"
"H2734","becomeangry","meaning_tree","Could impact IB"
"H2734","be kindled","meaning_tree","Could impact IB"
"H2734","(Qal) to burn","meaning_tree","Could impact IB"
"H2734","kindle (anger)","meaning_tree","IB related"
"H2734","be incensed","meaning_tree","Could impact IB"
"H2734","(Hiphil) to burn","meaning_tree","Could impact IB"
"H2734","kindle","meaning_tree","Could impact IB"
"H2740","anger","meaning_tree","IB related"
"H2740","heat","meaning_tree","Could impact IB"
"H2740","burning (of anger)","meaning_tree","IB related"
"H2747","an engraving tool","meaning_tree","Could impact IB"
"H2747","stylus","meaning_tree","Could impact IB"
"H2747","chisel","meaning_tree","Could impact IB"
"H2747","graving tool","meaning_tree","Could impact IB"
"H2763","to ban","meaning_tree","Could impact IB"
"H2763","devote","meaning_tree","Could impact IB"
"H2763","destroy utterly","meaning_tree","Could impact IB"
"H2763","completely destroy","meaning_tree","Could impact IB"
"H2763","dedicate for destruction","meaning_tree","Could impact IB"
"H2763","exterminate","meaning_tree","Could impact IB"
"H2763","ban","meaning_tree","Could impact IB"
"H2763","to consecrate","meaning_tree","Could impact IB"
"H2763","to exterminate","meaning_tree","Could impact IB"
"H2763","to be devoted","meaning_tree","Could impact IB"
"H2763","be forfeited","meaning_tree","Could impact IB"
"H2764","a thing devoted","meaning_tree","Could impact IB"
"H2764","thing dedicated","meaning_tree","Could impact IB"
"H2764","ban","meaning_tree","Could impact IB"
"H2764","devotion","meaning_tree","IB related"
"H2778","to reproach","meaning_tree","Could impact IB"
"H2778","taunt","meaning_tree","Could impact IB"
"H2778","blaspheme","meaning_tree","Could impact IB"
"H2778","defy","meaning_tree","Could impact IB"
"H2778","jeopardise","meaning_tree","Could impact IB"
"H2778","rail","meaning_tree","Could impact IB"
"H2778","upbraid","meaning_tree","Could impact IB"
"H2778","(Qal) to reproach","meaning_tree","Could impact IB"
"H2778","(Piel) to reproach","meaning_tree","Could impact IB"
"H2781","reproach","meaning_tree","Could impact IB"
"H2781","scorn","meaning_tree","IB related"
"H2781","taunt","meaning_tree","Could impact IB"
"H2781","scorn (upon enemy)","meaning_tree","IB related"
"H2782","to cut","meaning_tree","Not relevant"
"H2782","sharpen","meaning_tree","Could impact IB"
"H2782","decide","meaning_tree","IB related"
"H2782","decree","meaning_tree","Could impact IB"
"H2782","determine","meaning_tree","IB related"
"H2782","maim","meaning_tree","Could impact IB"
"H2782","move","meaning_tree","Could impact IB"
"H2782","be decisive","meaning_tree","Could impact IB"
"H2782","be mutilated","meaning_tree","Could impact IB"
"H2782","mutilate","meaning_tree","Could impact IB"
"H2782","to sharpen","meaning_tree","Could impact IB"
"H2782","to decide","meaning_tree","IB related"
"H2790","to cut in","meaning_tree","Not relevant"
"H2790","plough","meaning_tree","Could impact IB"
"H2790","engrave","meaning_tree","Could impact IB"
"H2790","devise","meaning_tree","Could impact IB"
"H2790","to plough","meaning_tree","Could impact IB"
"H2790","to devise","meaning_tree","Could impact IB"
"H2795","deaf","meaning_tree","Could impact IB"
"H2803","to think","meaning_tree","IB related"
"H2803","plan","meaning_tree","IB related"
"H2803","esteem","meaning_tree","Could impact IB"
"H2803","calculate","meaning_tree","Could impact IB"
"H2803","invent","meaning_tree","Could impact IB"
"H2803","make a judgment","meaning_tree","IB related"
"H2803","imagine","meaning_tree","Could impact IB"
"H2803","count","meaning_tree","Not relevant"
"H2803","account","meaning_tree","Could impact IB"
"H2803","to plan","meaning_tree","IB related"
"H2803","devise","meaning_tree","Could impact IB"
"H2803","mean","meaning_tree","Could impact IB"
"H2803","to charge","meaning_tree","Could impact IB"
"H2803","impute","meaning_tree","Could impact IB"
"H2803","reckon","meaning_tree","Could impact IB"
"H2803","to esteem","meaning_tree","Could impact IB"
"H2803","value","meaning_tree","Could impact IB"
"H2803","regard","meaning_tree","Could impact IB"
"H2803","to invent","meaning_tree","Could impact IB"
"H2803","to be accounted","meaning_tree","Could impact IB"
"H2803","be thought","meaning_tree","IB related"
"H2803","be esteemed","meaning_tree","Could impact IB"
"H2803","to be computed","meaning_tree","Could impact IB"
"H2803","be reckoned","meaning_tree","Could impact IB"
"H2803","to be imputed","meaning_tree","Could impact IB"
"H2803","to think upon","meaning_tree","IB related"
"H2803","consider","meaning_tree","IB related"
"H2803","be mindful of","meaning_tree","IB related"
"H2803","to count","meaning_tree","Not relevant"
"H2808","account","meaning_tree","Could impact IB"
"H2808","reasoning","meaning_tree","IB related"
"H2808","reckoning","meaning_tree","Could impact IB"
"H2814","to be silent","meaning_tree","Could impact IB"
"H2814","quiet","meaning_tree","Could impact IB"
"H2814","still","meaning_tree","Not relevant"
"H2814","inactive","meaning_tree","Could impact IB"
"H2814","be still","meaning_tree","Not relevant"
"H2814","exhibit silence","meaning_tree","Could impact IB"
"H2814","to show inactivity","meaning_tree","Could impact IB"
"H2814","be inactive","meaning_tree","Could impact IB"
"H2814","to make silent","meaning_tree","Could impact IB"
"H2814","make quiet","meaning_tree","Could impact IB"
"H2821","grow dim","meaning_tree","Could impact IB"
"H2821","be darkened","meaning_tree","Could impact IB"
"H2821","be black","meaning_tree","Could impact IB"
"H2821","be hidden","meaning_tree","Could impact IB"
"H2821","to grow dim","meaning_tree","Could impact IB"
"H2821","to make dark","meaning_tree","Could impact IB"
"H2821","to hide","meaning_tree","Could impact IB"
"H2821","conceal","meaning_tree","Could impact IB"
"H2821","to obscure","meaning_tree","Could impact IB"
"H2821","confuse (fig.)","meaning_tree","Could impact IB"
"H2826","to shatter","meaning_tree","Could impact IB"
"H2836","(Qal) to love","meaning_tree","IB related"
"H2836","be attached to","meaning_tree","Could impact IB"
"H2836","long for","meaning_tree","Not relevant"
"H2837","desire","meaning_tree","IB related"
"H2837","thing desired","meaning_tree","Could impact IB"
"H2844","fear","meaning_tree","IB related"
"H2844","terror","meaning_tree","IB related"
"H2847","terror","meaning_tree","IB related"
"H2847","fear","meaning_tree","IB related"
"H2849","terror","meaning_tree","IB related"
"H2851","terror","meaning_tree","IB related"
"H2852","to divide","meaning_tree","Not relevant"
"H2852","determine","meaning_tree","IB related"
"H2852","be decreed","meaning_tree","Could impact IB"
"H2852","be settled","meaning_tree","Could impact IB"
"H2852","be marked out","meaning_tree","Not relevant"
"H2859","(Qal) wife's father","meaning_tree","Could impact IB"
"H2859","wife's mother","meaning_tree","Not relevant"
"H2859","father-in-law","meaning_tree","Not relevant"
"H2859","mother-in- law (participle)","meaning_tree","Could impact IB"
"H2865","to be shattered","meaning_tree","Could impact IB"
"H2865","be dismayed","meaning_tree","IB related"
"H2865","be broken","meaning_tree","Could impact IB"
"H2865","be abolished","meaning_tree","Could impact IB"
"H2865","be afraid","meaning_tree","Could impact IB"
"H2865","to be dismayed","meaning_tree","IB related"
"H2865","be scared","meaning_tree","Could impact IB"
"H2865","to dismay","meaning_tree","IB related"
"H2865","terrify","meaning_tree","Could impact IB"
"H2865","to shatter","meaning_tree","Could impact IB"
"H2866","terror","meaning_tree","IB related"
"H2868","be good","meaning_tree","IB related"
"H2889","pure","meaning_tree","IB related"
"H2889","clean","meaning_tree","Could impact IB"
"H2889","clean (ceremonially-of animals)","meaning_tree","Could impact IB"
"H2889","pure (physically)","meaning_tree","IB related"
"H2889","clean (morally, ethically)","meaning_tree","Could impact IB"
"H2890","pureness","meaning_tree","IB related"
"H2890","cleanness","meaning_tree","Could impact IB"
"H2890","clean","meaning_tree","Could impact IB"
"H2890","pure","meaning_tree","IB related"
"H2890","clean (ceremonially-of animals)","meaning_tree","Could impact IB"
"H2890","pure (physically)","meaning_tree","IB related"
"H2890","clean (morally, ethically)","meaning_tree","Could impact IB"
"H2891","to be clean","meaning_tree","Could impact IB"
"H2891","be pure","meaning_tree","IB related"
"H2891","to purify","meaning_tree","Could impact IB"
"H2891","be clean morally","meaning_tree","Could impact IB"
"H2891","made clean","meaning_tree","Could impact IB"
"H2891","to cleanse","meaning_tree","Could impact IB"
"H2891","purify","meaning_tree","Could impact IB"
"H2891","physically","meaning_tree","Could impact IB"
"H2891","ceremonially","meaning_tree","Could impact IB"
"H2891","morally","meaning_tree","Could impact IB"
"H2891","to pronounce clean","meaning_tree","Could impact IB"
"H2891","be pronounced clean","meaning_tree","Could impact IB"
"H2891","to purify oneself","meaning_tree","Could impact IB"
"H2892","purity","meaning_tree","IB related"
"H2892","purification","meaning_tree","Could impact IB"
"H2892","purifying","meaning_tree","Could impact IB"
"H2895","to be good","meaning_tree","IB related"
"H2895","be pleasing","meaning_tree","Could impact IB"
"H2895","be joyful","meaning_tree","IB related"
"H2895","be beneficial","meaning_tree","Could impact IB"
"H2895","be pleasant","meaning_tree","Could impact IB"
"H2895","be favourable","meaning_tree","Could impact IB"
"H2895","be happy","meaning_tree","Could impact IB"
"H2895","be right","meaning_tree","Could impact IB"
"H2895","to be pleasant","meaning_tree","Could impact IB"
"H2895","be delightful","meaning_tree","IB related"
"H2895","to be glad","meaning_tree","Could impact IB"
"H2895","to be better","meaning_tree","Could impact IB"
"H2895","be good for","meaning_tree","IB related"
"H2895","to be pleasing","meaning_tree","Could impact IB"
"H2895","do good","meaning_tree","IB related"
"H2895","act right","meaning_tree","Could impact IB"
"H2895","act rightly","meaning_tree","Could impact IB"
"H2896","adj","meaning_tree","Could impact IB"
"H2896","good","meaning_tree","IB related"
"H2896","pleasant","meaning_tree","Could impact IB"
"H2896","agreeable","meaning_tree","Could impact IB"
"H2896","rich","meaning_tree","Could impact IB"
"H2896","valuable in estimation","meaning_tree","Could impact IB"
"H2896","appropriate","meaning_tree","Could impact IB"
"H2896","becoming","meaning_tree","Could impact IB"
"H2896","better (comparative)","meaning_tree","Could impact IB"
"H2896","glad","meaning_tree","Could impact IB"
"H2896","happy","meaning_tree","Could impact IB"
"H2896","kind","meaning_tree","Not relevant"
"H2896","benign","meaning_tree","Could impact IB"
"H2896","right (ethical)","meaning_tree","Could impact IB"
"H2898","goods","meaning_tree","IB related"
"H2898","good things","meaning_tree","IB related"
"H2898","goodness","meaning_tree","IB related"
"H2898","property","meaning_tree","Could impact IB"
"H2898","fairness","meaning_tree","IB related"
"H2898","beauty","meaning_tree","Could impact IB"
"H2898","joy","meaning_tree","IB related"
"H2898","prosperity","meaning_tree","Could impact IB"
"H2898","goodness (abstract)","meaning_tree","IB related"
"H2904","to hurl","meaning_tree","Could impact IB"
"H2904","cast","meaning_tree","Could impact IB"
"H2904","carry away","meaning_tree","Not relevant"
"H2904","hurl","meaning_tree","Could impact IB"
"H2904","(Hiphil) to throw","meaning_tree","Could impact IB"
"H2904","cast out","meaning_tree","Could impact IB"
"H2904","to be hurled","meaning_tree","Could impact IB"
"H2904","hurled down","meaning_tree","Could impact IB"
"H2904","to be cast","meaning_tree","Could impact IB"
"H2904","be thrown","meaning_tree","Not relevant"
"H2904","be cast out","meaning_tree","Could impact IB"
"H2904","be thrown down","meaning_tree","Not relevant"
"H2910","inner regions","meaning_tree","Could impact IB"
"H2910","hidden recesses","meaning_tree","Could impact IB"
"H2910","inward parts","meaning_tree","Could impact IB"
"H2930","to be unclean","meaning_tree","Could impact IB"
"H2930","become unclean","meaning_tree","Could impact IB"
"H2930","become impure","meaning_tree","Could impact IB"
"H2930","sexually","meaning_tree","Could impact IB"
"H2930","religiously","meaning_tree","Could impact IB"
"H2930","ceremonially","meaning_tree","Could impact IB"
"H2930","to defile oneself","meaning_tree","Could impact IB"
"H2930","be defiled","meaning_tree","Could impact IB"
"H2930","by idolatry","meaning_tree","IB related"
"H2930","to defile","meaning_tree","Could impact IB"
"H2930","to pronounce unclean","meaning_tree","Could impact IB"
"H2930","declare unclean (ceremonially)","meaning_tree","Could impact IB"
"H2931","unclean","meaning_tree","Could impact IB"
"H2931","impure","meaning_tree","Could impact IB"
"H2931","ethically and religiously","meaning_tree","Could impact IB"
"H2931","ritually","meaning_tree","Could impact IB"
"H2931","of places","meaning_tree","Not relevant"
"H2932","uncleanness","meaning_tree","Could impact IB"
"H2932","sexual","meaning_tree","Could impact IB"
"H2932","of filthy mass","meaning_tree","Could impact IB"
"H2932","ethical and religious","meaning_tree","Could impact IB"
"H2932","ritual","meaning_tree","Could impact IB"
"H2932","local (of nations)","meaning_tree","Could impact IB"
"H2936","(Piel) to defile","meaning_tree","Could impact IB"
"H2936","soil","meaning_tree","Could impact IB"
"H2938","to taste","meaning_tree","Could impact IB"
"H2938","perceive","meaning_tree","IB related"
"H2938","eat","meaning_tree","Not relevant"
"H2938","(Qal) to taste","meaning_tree","Could impact IB"
"H2940","taste","meaning_tree","Could impact IB"
"H2940","judgment","meaning_tree","IB related"
"H2940","judgment (fig.)","meaning_tree","IB related"
"H2940","decision","meaning_tree","IB related"
"H2940","decree","meaning_tree","Could impact IB"
"H2942","report","meaning_tree","Could impact IB"
