registry_word,status,source,strongNumber,stepGloss,language,count,sense_head
spirit,raw-complete,legacy registry: Programme Addition,H5397,breath,Hebrew,24,breath
spirit,raw-complete,legacy registry: Programme Addition,H7307G,spirit,Hebrew,216,spirit
spirit,raw-complete,legacy registry: Programme Addition,H7307H,spirit: breath,Hebrew,145,breath/wind
spirit,raw-complete,legacy registry: Programme Addition,H7307I,spirit: side,Hebrew,7,side
spirit,raw-complete,legacy registry: Programme Addition,H7307J,spirit: temper,Hebrew,10,temper
spirit,raw-complete,legacy registry: Programme Addition,H7308,spirit,Hebrew,11,spirit
spirit,raw-complete,legacy registry: Programme Addition,H7496,shade,Hebrew,8,shade
strength,raw-complete,legacy registry: Programme Addition,G0102,unable,Greek,27,unable
strength,raw-complete,legacy registry: Programme Addition,G0194,undiluted,Greek,3,undiluted
strength,raw-complete,legacy registry: Programme Addition,G0772G,weak,Greek,45,weak
strength,raw-complete,legacy registry: Programme Addition,G0972,strong,Greek,7,strong
strength,raw-complete,legacy registry: Programme Addition,G1411,power,Greek,579,power
strength,raw-complete,legacy registry: Programme Addition,G1412,to empower,Greek,6,to empower
strength,raw-complete,legacy registry: Programme Addition,G1743,to strengthen,Greek,9,to strengthen
strength,raw-complete,legacy registry: Programme Addition,G1765,to strengthen,Greek,53,to strengthen
strength,raw-complete,legacy registry: Programme Addition,G1840,to have power,Greek,1,to have power
strength,raw-complete,legacy registry: Programme Addition,G1849,authority,Greek,122,authority
strength,raw-complete,legacy registry: Programme Addition,G2478,strong,Greek,151,strong
strength,raw-complete,legacy registry: Programme Addition,G2479,strength,Greek,280,strength
strength,raw-complete,legacy registry: Programme Addition,G2480,be strong,Greek,104,be strong
strength,raw-complete,legacy registry: Programme Addition,G2729,to prevail,Greek,83,to prevail
strength,raw-complete,legacy registry: Programme Addition,G2904,power,Greek,31,power
strength,raw-complete,legacy registry: Programme Addition,G3618,to build,Greek,417,to build
strength,raw-complete,legacy registry: Programme Addition,G4731,strong,Greek,20,strong
strength,raw-complete,legacy registry: Programme Addition,G4732,to strengthen,Greek,22,to strengthen
strength,raw-complete,legacy registry: Programme Addition,G4991,salvation,Greek,156,salvation
strength,raw-complete,legacy registry: Programme Addition,G6347,without strength,Greek,1,without strength
strength,raw-complete,legacy registry: Programme Addition,H0193A,strength,Hebrew,1,strength
strength,raw-complete,legacy registry: Programme Addition,H0202,strength,Hebrew,13,strength
strength,raw-complete,legacy registry: Programme Addition,H0353,strength,Hebrew,1,strength
strength,raw-complete,legacy registry: Programme Addition,H0360,strength,Hebrew,1,strength
strength,raw-complete,legacy registry: Programme Addition,H0386,strong,Hebrew,13,strong
strength,raw-complete,legacy registry: Programme Addition,H0533,strong,Hebrew,6,strong
strength,raw-complete,legacy registry: Programme Addition,H0554,strong,Hebrew,2,strong
strength,raw-complete,legacy registry: Programme Addition,H0555,strength,Hebrew,1,strength
strength,raw-complete,legacy registry: Programme Addition,H0556,strength,Hebrew,1,strength
strength,raw-complete,legacy registry: Programme Addition,H0820,strong,Hebrew,1,strong
strength,raw-complete,legacy registry: Programme Addition,H1082,be cheerful,Hebrew,4,be cheerful
strength,raw-complete,legacy registry: Programme Addition,H1369,might,Hebrew,64,might
strength,raw-complete,legacy registry: Programme Addition,H1396,to prevail,Hebrew,25,to prevail
strength,raw-complete,legacy registry: Programme Addition,H1433,greatness,Hebrew,13,greatness
strength,raw-complete,legacy registry: Programme Addition,H1679,strength,Hebrew,1,strength
strength,raw-complete,legacy registry: Programme Addition,H2220,arm,Hebrew,91,arm
strength,raw-complete,legacy registry: Programme Addition,H2388G,to strengthen: strengthen,Hebrew,201,strengthen/support/encourage
strength,raw-complete,legacy registry: Programme Addition,H2391,strength,Hebrew,1,strength
strength,raw-complete,legacy registry: Programme Addition,H2392,strength,Hebrew,5,strength
strength,raw-complete,legacy registry: Programme Addition,H2393,strength,Hebrew,4,strength
strength,raw-complete,legacy registry: Programme Addition,H2428A,strength: soldiers,Hebrew,110,soldiers/army
strength,raw-complete,legacy registry: Programme Addition,H2428G,strength,Hebrew,91,strong
strength,raw-complete,legacy registry: Programme Addition,H2428H,strength: rich,Hebrew,37,rich/wealth
strength,raw-complete,legacy registry: Programme Addition,H2428I,strength: worthy,Hebrew,7,worthy
strength,raw-complete,legacy registry: Programme Addition,H2429,strength,Hebrew,7,strength
strength,raw-complete,legacy registry: Programme Addition,H2502B,to arm,Hebrew,21,to arm
strength,raw-complete,legacy registry: Programme Addition,H2633,wealth,Hebrew,5,wealth
strength,raw-complete,legacy registry: Programme Addition,H2634,strong,Hebrew,2,strong
strength,raw-complete,legacy registry: Programme Addition,H3027H,hand: power,Hebrew,585,hand/arm[anatomy]
strength,raw-complete,legacy registry: Programme Addition,H3581A,reptile,Hebrew,1,reptile
strength,raw-complete,legacy registry: Programme Addition,H3581B,strength,Hebrew,128,strength
strength,raw-complete,legacy registry: Programme Addition,H3624,vigor,Hebrew,2,vigor
strength,raw-complete,legacy registry: Programme Addition,H3955,juicy bit,Hebrew,2,juicy bit
strength,raw-complete,legacy registry: Programme Addition,H3966,much,Hebrew,300,much
strength,raw-complete,legacy registry: Programme Addition,H4206A,belt,Hebrew,2,belt
strength,raw-complete,legacy registry: Programme Addition,H4206B,belt,Hebrew,1,belt
strength,raw-complete,legacy registry: Programme Addition,H4581,security,Hebrew,39,security
strength,raw-complete,legacy registry: Programme Addition,H5315H,soul: life,Hebrew,211,soul: life
strength,raw-complete,legacy registry: Programme Addition,H5326,firmness,Hebrew,1,firmness
strength,raw-complete,legacy registry: Programme Addition,H5564,to support,Hebrew,48,to support
strength,raw-complete,legacy registry: Programme Addition,H5797,strength,Hebrew,94,strength
strength,raw-complete,legacy registry: Programme Addition,H5807,strength,Hebrew,3,strength
strength,raw-complete,legacy registry: Programme Addition,H5810,be strong,Hebrew,11,be strong
strength,raw-complete,legacy registry: Programme Addition,H5934,youth,Hebrew,7,youth
strength,raw-complete,legacy registry: Programme Addition,H5953D,to thrust,Hebrew,1,to thrust
strength,raw-complete,legacy registry: Programme Addition,H6099,mighty,Hebrew,31,mighty
strength,raw-complete,legacy registry: Programme Addition,H6106G,bone,Hebrew,105,bone/limb
strength,raw-complete,legacy registry: Programme Addition,H6108,strength,Hebrew,3,strength
strength,raw-complete,legacy registry: Programme Addition,H6109,strength,Hebrew,3,strength
strength,raw-complete,legacy registry: Programme Addition,H6697H,rock,Hebrew,77,rock
strength,raw-complete,legacy registry: Programme Addition,H7293,Rahab,Hebrew,2,Rahab
strength,raw-complete,legacy registry: Programme Addition,H7296,pride,Hebrew,1,pride
strength,raw-complete,legacy registry: Programme Addition,H8443,peak,Hebrew,4,peak
strength,raw-complete,legacy registry: Programme Addition,H8617,standing,Hebrew,1,standing
strength,raw-complete,legacy registry: Programme Addition,H8624,strong,Hebrew,5,strong
strength,raw-complete,legacy registry: Programme Addition,H8631,to grow strong,Hebrew,5,to grow strong
strength,raw-complete,legacy registry: Programme Addition,H8632B,might,Hebrew,1,might
strength,raw-complete,legacy registry: Programme Addition,H8633,power,Hebrew,3,power
strife,raw-complete,legacy registry: High Confidence,G0483,to dispute,Greek,17,to dispute
strife,raw-complete,legacy registry: High Confidence,G0485,dispute,Greek,25,dispute
strife,raw-complete,legacy registry: High Confidence,G1264,to contend sharply,Greek,1,to contend sharply
strife,raw-complete,legacy registry: High Confidence,G1864,to contend,Greek,1,to contend
strife,raw-complete,legacy registry: High Confidence,G2052,rivalry,Greek,7,rivalry
strife,raw-complete,legacy registry: High Confidence,G2054,quarrel,Greek,9,quarrel
strife,raw-complete,legacy registry: High Confidence,G2371,to quarrel,Greek,1,to quarrel
strife,raw-complete,legacy registry: High Confidence,G3054,to quarrel,Greek,1,to quarrel
strife,raw-complete,legacy registry: High Confidence,G3055,quarrel,Greek,1,quarrel
strife,raw-complete,legacy registry: High Confidence,G3163,quarrel,Greek,21,quarrel
strife,raw-complete,legacy registry: High Confidence,G3164,to quarrel,Greek,23,to quarrel
strife,raw-complete,legacy registry: High Confidence,G4866,to contend,Greek,2,to contend
strife,raw-complete,legacy registry: High Confidence,G5379,love of dispute,Greek,1,love of dispute
strife,raw-complete,legacy registry: High Confidence,H1413,to attack,Hebrew,8,to attack
strife,raw-complete,legacy registry: High Confidence,H1481B,to quarrel,Hebrew,7,to quarrel
strife,raw-complete,legacy registry: High Confidence,H1566,to quarrel,Hebrew,3,to quarrel
strife,raw-complete,legacy registry: High Confidence,H1777,to judge,Hebrew,24,to judge
strife,raw-complete,legacy registry: High Confidence,,,,,
strife,raw-complete,legacy registry: High Confidence,H4066,strife,Hebrew,28,strife
strife,raw-complete,legacy registry: High Confidence,H4079,contention,Hebrew,10,contention
strife,raw-complete,legacy registry: High Confidence,H4090,strife,Hebrew,5,strife
strife,raw-complete,legacy registry: High Confidence,H4683,strife,Hebrew,3,strife
strife,raw-complete,legacy registry: High Confidence,H4695,strife,Hebrew,1,strife
strife,raw-complete,legacy registry: High Confidence,H4808,provocation,Hebrew,2,provocation
strife,raw-complete,legacy registry: High Confidence,H4809H,Meribah,Hebrew,8,Meribah
strife,raw-complete,legacy registry: High Confidence,H6229,to contend,Hebrew,1,to contend
strife,raw-complete,legacy registry: High Confidence,H7128,battle,Hebrew,9,battle
strife,raw-complete,legacy registry: High Confidence,H7379,strife,Hebrew,64,strife
strife,raw-complete,legacy registry: High Confidence,H7853,to oppose,Hebrew,6,to oppose
strife,raw-complete,legacy registry: High Confidence,H8409,strife,Hebrew,1,strife
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,G4643,hardness,Greek,5,hardness
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,G4645,to harden,Greek,40,to harden
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H0047I,mighty: strong,Hebrew,7,mighty: strong
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H2389,strong,Hebrew,58,strong
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H3515,heavy,Hebrew,41,heavy
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H3985,to refuse,Hebrew,41,to refuse
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H3986,refusing,Hebrew,4,refusing
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H3987,refusing,Hebrew,1,refusing
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H4696,forehead,Hebrew,13,forehead
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H5620,stubborn,Hebrew,3,stubborn
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H5637,to rebel,Hebrew,17,to rebel
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H5797,strength,Hebrew,94,strength
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H6203,neck,Hebrew,33,neck
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H6484,to press,Hebrew,7,to press
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H7185,to harden,Hebrew,28,to harden
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H7186,severe,Hebrew,36,severe
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H7190,stubbornness,Hebrew,1,stubbornness
stubbornness,raw-complete,legacy registry: Missing Inner Being Words,H8307,stubbornness,Hebrew,10,stubbornness
submission,raw-complete,legacy registry: Missing Inner Being Words,G5226,to submit,Greek,1,to submit
submission,raw-complete,legacy registry: Missing Inner Being Words,G5292,submission,Greek,4,submission
submission,raw-complete,legacy registry: Missing Inner Being Words,G5293,to subject,Greek,57,to subject
submission,raw-complete,legacy registry: Missing Inner Being Words,H1290,knee,Hebrew,28,knee
surrender,raw-complete,legacy registry: Low Confidence / Inferred,G3860,to deliver,Greek,320,to deliver
surrender,raw-complete,legacy registry: Low Confidence / Inferred,H3027H,hand: power,Hebrew,585,hand/arm[anatomy]
surrender,raw-complete,legacy registry: Low Confidence / Inferred,H3052,to give,Hebrew,28,to give
surrender,raw-complete,legacy registry: Low Confidence / Inferred,H3318G,to come out: come,Hebrew,633,come/go out/escape
surrender,raw-complete,legacy registry: Low Confidence / Inferred,H3318P,to come out: surrender,Hebrew,6,surrender/failed(heart)
surrender,raw-complete,legacy registry: Low Confidence / Inferred,H4042,to deliver,Hebrew,3,to deliver
surrender,raw-complete,legacy registry: Low Confidence / Inferred,H4560,to commit,Hebrew,2,to commit
surrender,raw-complete,legacy registry: Low Confidence / Inferred,H5307G,to fall: fall,Hebrew,280,fall/drop/fail
surrender,raw-complete,legacy registry: Low Confidence / Inferred,H5414G,to give: give,Hebrew,1324,give/deliver/send/produce
surrender,raw-complete,legacy registry: Low Confidence / Inferred,H5462,to shut,Hebrew,91,to shut
temptation,raw-complete,legacy registry: High Confidence,G1185,to entice,Greek,3,to entice
temptation,raw-complete,legacy registry: High Confidence,G3986G,temptation/testing: temptation,Greek,29,temptation/testing: temptation
temptation,raw-complete,legacy registry: High Confidence,G3986H,temptation/testing: testing,Greek,11,temptation/testing: testing
temptation,raw-complete,legacy registry: High Confidence,G4625,stumbling block,Greek,27,stumbling block
temptation,raw-complete,legacy registry: High Confidence,H4065,enticement,Hebrew,1,enticement
temptation,raw-complete,legacy registry: High Confidence,H4531B,trial,Hebrew,4,trial
terror,raw-complete,legacy registry: Missing Inner Being Words,G1719,afraid,Greek,6,afraid
terror,raw-complete,legacy registry: Missing Inner Being Words,G5399,to fear,Greek,441,to fear
terror,raw-complete,legacy registry: Missing Inner Being Words,G5400,fearful thing,Greek,2,fearful thing
terror,raw-complete,legacy registry: Missing Inner Being Words,G5401,fear,Greek,167,fear
terror,raw-complete,legacy registry: Missing Inner Being Words,G7898,a terror,Greek,1,a terror
terror,raw-complete,legacy registry: Missing Inner Being Words,G7899,to strike with terror,Greek,3,to strike with terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H0367,terror,Hebrew,17,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H0926,to dismay,Hebrew,39,to dismay
terror,raw-complete,legacy registry: Missing Inner Being Words,H0928,dismay,Hebrew,4,dismay
terror,raw-complete,legacy registry: Missing Inner Being Words,H1091,terror,Hebrew,10,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H1161,terror,Hebrew,2,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H1204,to terrify,Hebrew,16,to terrify
terror,raw-complete,legacy registry: Missing Inner Being Words,H1205,terror,Hebrew,2,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H1670,dismay,Hebrew,1,dismay
terror,raw-complete,legacy registry: Missing Inner Being Words,H2113,trembling,Hebrew,16,trembling
terror,raw-complete,legacy registry: Missing Inner Being Words,H2189,horror,Hebrew,7,horror
terror,raw-complete,legacy registry: Missing Inner Being Words,H2283,terror,Hebrew,1,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H2729,to tremble,Hebrew,39,to tremble
terror,raw-complete,legacy registry: Missing Inner Being Words,H2731,trembling,Hebrew,9,trembling
terror,raw-complete,legacy registry: Missing Inner Being Words,H2844A,terror,Hebrew,2,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H2844B,shattered,Hebrew,3,shattered
terror,raw-complete,legacy registry: Missing Inner Being Words,H2847,terror,Hebrew,1,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H2849,terror,Hebrew,1,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H2851,terror,Hebrew,11,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H2865,to to be dismayed,Hebrew,52,to to be dismayed
terror,raw-complete,legacy registry: Missing Inner Being Words,H2866,terror,Hebrew,1,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H3372G,to fear,Hebrew,208,frightening(DANGER)
terror,raw-complete,legacy registry: Missing Inner Being Words,H4032,terror,Hebrew,8,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H4035,fear,Hebrew,2,fear
terror,raw-complete,legacy registry: Missing Inner Being Words,H4036,`Terror on Every Side`,Hebrew,4,`Terror on Every Side`
terror,raw-complete,legacy registry: Missing Inner Being Words,H4172A,fear,Hebrew,11,fear
terror,raw-complete,legacy registry: Missing Inner Being Words,H4172B,fear,Hebrew,1,fear
terror,raw-complete,legacy registry: Missing Inner Being Words,H4288,terror,Hebrew,11,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H4637,terror,Hebrew,1,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H4712,terror,Hebrew,3,terror
terror,raw-complete,legacy registry: Missing Inner Being Words,H6206,to tremble,Hebrew,15,to tremble
terror,raw-complete,legacy registry: Missing Inner Being Words,H6342,to dread,Hebrew,25,to dread
terror,raw-complete,legacy registry: Missing Inner Being Words,H6343,dread,Hebrew,49,dread
terror,raw-complete,legacy registry: Missing Inner Being Words,H6427,shuddering,Hebrew,4,shuddering
terror,raw-complete,legacy registry: Missing Inner Being Words,H6973,to loathe,Hebrew,9,to loathe
terror,raw-complete,legacy registry: Missing Inner Being Words,H8047H,horror: appalled,Hebrew,17,appalled
terror,raw-complete,legacy registry: Missing Inner Being Words,,,,,
terror,raw-complete,legacy registry: Missing Inner Being Words,H8606,terror,Hebrew,1,terror
testimony,raw-complete,legacy registry: High Confidence,G3056,word,Greek,1298,word
testimony,raw-complete,legacy registry: High Confidence,G3140,to testify,Greek,94,to testify
testimony,raw-complete,legacy registry: High Confidence,G3141,testimony,Greek,69,testimony
testimony,raw-complete,legacy registry: High Confidence,G3142,testimony,Greek,243,testimony
testimony,raw-complete,legacy registry: High Confidence,G4750,mouth,Greek,463,mouth
testimony,raw-complete,legacy registry: High Confidence,G5576,to perjure,Greek,8,to perjure
testimony,raw-complete,legacy registry: High Confidence,G5577,false testimony,Greek,2,false testimony
testimony,raw-complete,legacy registry: High Confidence,H0226H,sign:  indicator,Hebrew,33,2_indicator
testimony,raw-complete,legacy registry: High Confidence,H0974,to test,Hebrew,29,to test
testimony,raw-complete,legacy registry: High Confidence,H5046,to tell,Hebrew,374,to tell
testimony,raw-complete,legacy registry: High Confidence,,,,,
testimony,raw-complete,legacy registry: High Confidence,,,,,
testimony,raw-complete,legacy registry: High Confidence,H5707,witness,Hebrew,69,witness
testimony,raw-complete,legacy registry: High Confidence,H5713A,witness,Hebrew,4,witness
testimony,raw-complete,legacy registry: High Confidence,H5713B,testimony,Hebrew,22,testimony
testimony,raw-complete,legacy registry: High Confidence,H5715,testimony,Hebrew,61,testimony
testimony,raw-complete,legacy registry: High Confidence,H5749B,to testify,Hebrew,40,to testify
testimony,raw-complete,legacy registry: High Confidence,H6030B,to answer,Hebrew,320,to answer
testimony,raw-complete,legacy registry: High Confidence,H6310I,lip: word,Hebrew,83,word/command
testimony,raw-complete,legacy registry: High Confidence,H6315,to breathe,Hebrew,14,to breathe
testimony,raw-complete,legacy registry: High Confidence,H7802,Shushan-eduth,Hebrew,0,Shushan-eduth
testimony,raw-complete,legacy registry: High Confidence,H8584,testimony,Hebrew,3,testimony
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G0060,of the marketplace,Greek,2,of the marketplace
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G0540,fatherless,Greek,1,fatherless
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G0642,to orphan,Greek,1,to orphan
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G0832,to play the flute,Greek,3,to play the flute
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G0835,to spend the night,Greek,39,to spend the night
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G1005,the north,Greek,155,the north
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G1037,the deep,Greek,6,the deep
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G1206,the next day,Greek,1,the next day
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G1228G,Devil,Greek,58,Devil
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G1228H,slanderous,Greek,58,slanderous
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G1273,to spend the night,Greek,2,to spend the night
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G1359,the twin gods,Greek,1,the twin gods
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G1887,the next day,Greek,45,the next day
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G1888,in the very act,Greek,1,in the very act
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G2552,suffering,Greek,2,suffering
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G2789,to play the harp,Greek,3,to play the harp
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G2960,the Lord’s,Greek,2,the Lord’s
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3303,on the other hand,Greek,251,on the other hand
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3322,be in the middle,Greek,6,be in the middle
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3547,teacher of the law,Greek,3,teacher of the law
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3588,the/this/who,Greek,10000,the/this/who
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3673,of the same trade,Greek,1,of the same trade
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3737,orphan,Greek,45,orphan
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3805,suffering,Greek,1,suffering
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3832,with all the house,Greek,1,with all the house
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3891,to break the law,Greek,6,to break the law
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G3993,poor,Greek,70,poor
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G4310,to suffer before,Greek,1,to suffer before
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G4311,to help on the way,Greek,10,to help on the way
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G4434,poor,Greek,122,poor
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G4954,of the same body,Greek,1,of the same body
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G5005,wretched,Greek,5,wretched
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G5284,to sail the lee,Greek,2,to sail the lee
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G5361,loving the brothers,Greek,1,loving the brothers
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G5476,on the ground,Greek,4,on the ground
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G5496,to guide,Greek,3,to guide
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G7680,affliction,Greek,2,affliction
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,G7983,to afflict grievously,Greek,2,to afflict grievously
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H0034,needy,Hebrew,61,needy
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H0797,Ashdod,Hebrew,1,Ashdod
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H0956,to lodge,Hebrew,1,to lodge
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H1471A,nation,Hebrew,572,nation
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H1471B,Goiim,Hebrew,3,Goiim
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H1471G,Gentile,Hebrew,1,Gentile
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H1471H,[Harosheth]-hagoyim,Hebrew,3,[Harosheth]-hagoyim
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H2179,to cut off the tail,Hebrew,2,to cut off the tail
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H2181,to fornicate,Hebrew,97,to fornicate
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H2489,helpless,Hebrew,4,helpless
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H2567,to take the fifth part,Hebrew,1,to take the fifth part
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H3019,weary,Hebrew,1,weary
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H3023,weary,Hebrew,3,weary
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H3238,to oppress,Hebrew,20,to oppress
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H3287,weary,Hebrew,4,weary
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H3490,orphan,Hebrew,42,orphan
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H3885A,to lodge,Hebrew,69,to lodge
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H3885B,to grumble,Hebrew,28,to grumble
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H3905,to oppress,Hebrew,19,to oppress
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H4542,poor,Hebrew,4,poor
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H5142,to suffer injury,Hebrew,4,to suffer injury
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H5668,for the sake of,Hebrew,49,for the sake of
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H5826,to help,Hebrew,84,to help
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H5971A,people,Hebrew,1765,people/nation
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H5971B,kinsman,Hebrew,31,kinsman
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H5971H,People's [Gate],Hebrew,4,People's [Gate]
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H5971I,[Ibleam]-am,Hebrew,1,[Ibleam]-am
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H5971K,people: soldiers,Hebrew,77,soldiers/army
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H5971L,people: creatures,Hebrew,1,creatures
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H6031B,to afflict,Hebrew,82,to afflict
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H6033,to afflict,Hebrew,1,to afflict
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H6035,poor,Hebrew,34,poor
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H6039,affliction,Hebrew,1,affliction
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H6040,affliction,Hebrew,36,affliction
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H6041,afflicted,Hebrew,89,afflicted
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H6135,barren,Hebrew,12,barren
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H6231,to oppress,Hebrew,36,to oppress
the afflicted,raw-complete,legacy registry: gate1-recovery-thirdparty,H8216,poverty,Hebrew,2,poverty
thought,raw-complete,legacy registry: Missing Inner Being Words,G0515,to deem worthy,Greek,21,to deem worthy
thought,raw-complete,legacy registry: Missing Inner Being Words,G1261,reasoning,Greek,33,reasoning
thought,raw-complete,legacy registry: Missing Inner Being Words,G1270,thought,Greek,6,thought
thought,raw-complete,legacy registry: Missing Inner Being Words,G1271,mind,Greek,59,mind
thought,raw-complete,legacy registry: Missing Inner Being Words,G1380,to think,Greek,91,to think
thought,raw-complete,legacy registry: Missing Inner Being Words,G1760,to reflect on,Greek,9,to reflect on
thought,raw-complete,legacy registry: Missing Inner Being Words,G1761,reflection,Greek,4,reflection
thought,raw-complete,legacy registry: Missing Inner Being Words,G1771,thought/purpose,Greek,14,thought/purpose
thought,raw-complete,legacy registry: Missing Inner Being Words,G1963,thought,Greek,2,thought
