id,meaning_source,obs_text,id,observation_id,cluster_code,cluster_subgroup_code,strong,verse_reference,surface,morph_code,question_code,traced_observation_id,source_stage,seq,created_at,question_code,question_text
92,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'earnestness/diligence/haste' (spoudē). The name signals energetic, purposeful exertion — the positive pole opposite argos/okneros — covering both physical speed and moral zeal.",168,92,M67,,G4710,Jude.1.3,eager,N-ASF,M0.1.1,48,verse-reading,8,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
92,strong_meaning_tree; strong_lexicon.lsj,"The characteristic is named 'earnestness/diligence/haste' (spoudē). The name signals energetic, purposeful exertion — the positive pole opposite argos/okneros — covering both physical speed and moral zeal.",169,92,M67,,G4710,Heb.6.11,earnestness,N-ASF,M0.1.1,48,verse-reading,9,2026-09-17T09:35:59Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
93,strong_lexicon.lsj,"Spoudē derives from speudō ('to hasten'), showing the definitional core is haste/speed, which by ordinary NT usage broadens to denote energetic earnestness and zeal, sometimes with a religious dimension (zeal toward God).",170,93,M67,,G4710,Mark.6.25,haste,N-GSF,M0.1.2,2,verse-reading,1,2026-09-17T09:35:59Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
93,strong_lexicon.lsj,"Spoudē derives from speudō ('to hasten'), showing the definitional core is haste/speed, which by ordinary NT usage broadens to denote energetic earnestness and zeal, sometimes with a religious dimension (zeal toward God).",171,93,M67,,G4710,Rom.12.11,zeal,N-DSF,M0.1.2,2,verse-reading,2,2026-09-17T09:35:59Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
94,strong_meaning_tree; strong_lexicon.lsj,"The term carries a strongly relational implication: earnestness/zeal is consistently directed toward someone — for Titus's affection (2Cor.7.12), for God/the Lord (Rom.12.11), toward a task entrusted by another (Rom.12.8, leading with zeal), or toward Paul himself (2Tim.1.17). It marks the intensity of one's orientation toward another party or obligation.",172,94,M67,,G4710,2Cor.7.12,earnestness,N-ASF,M0.1.3,18,verse-reading,1,2026-09-17T09:35:59Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
94,strong_meaning_tree; strong_lexicon.lsj,"The term carries a strongly relational implication: earnestness/zeal is consistently directed toward someone — for Titus's affection (2Cor.7.12), for God/the Lord (Rom.12.11), toward a task entrusted by another (Rom.12.8, leading with zeal), or toward Paul himself (2Tim.1.17). It marks the intensity of one's orientation toward another party or obligation.",173,94,M67,,G4710,Rom.12.11,zeal,N-DSF,M0.1.3,18,verse-reading,2,2026-09-17T09:35:59Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
95,strong_lexicon.lsj; strong_lexicon.mounce,"Primary Greek term is spoudē (noun) with adverbial cognate spoudaiōs (G4709); root speudō 'to hasten.' No Hebrew term is present among cluster members, so root evidence is Greek-only, showing the concept's roots in the idea of hurried, energetic movement transferred to moral zeal.",174,95,M67,,G4710,Mark.6.25,haste,N-GSF,M0.5.1,19,verse-reading,1,2026-09-17T09:35:59Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
96,strong_meaning_tree,"Spoudē is a noun (occurring in various cases) and has an adverbial cognate spoudaiōs; this grammatical range lets the characteristic be expressed both as a quality possessed/shown ('your earnestness') and as manner modifying an action ('searched for me earnestly'), showing it operates as both an attribute and an adverbial intensifier of action.",175,96,M67,,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.2,5,verse-reading,1,2026-09-17T09:35:59Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
97,strong_lexicon.lsj; strong_lexicon.mounce,"Spoudaiōs is the adverbial form of spoudē's adjective root, used to modify verbs of action (pleaded earnestly, searched earnestly), showing the characteristic's grammatical range extends into manner-of-action description alongside the noun spoudē.",176,97,M67,,G4709,Luke.7.4,earnestly,ADV,M0.5.2,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
97,strong_lexicon.lsj; strong_lexicon.mounce,"Spoudaiōs is the adverbial form of spoudē's adjective root, used to modify verbs of action (pleaded earnestly, searched earnestly), showing the characteristic's grammatical range extends into manner-of-action description alongside the noun spoudē.",177,97,M67,,G4709,2Tim.1.17,earnestly,ADV,M0.5.2,,verse-reading,2,2026-09-17T09:35:59Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
98,strong_lexicon.lsj,"Semantic range of spoudaiōs/spoudē covers literal physical haste (Mark.6.25, running quickly to the king), diligent search (2Tim.1.17), pleading intensity (Luke.7.4), and moral-spiritual zeal or diligence (Rom.12.8,11; 2Cor.7.11-12; 8.7-8; Heb.6.11) — an idiomatic range from speed of body to intensity of will.",178,98,M67,,G4709,Luke.7.4,earnestly,ADV,M0.5.3,,verse-reading,1,2026-09-17T09:35:59Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
99,strong_meaning_tree,"The vocabulary distinguishes act (haste in a specific action, Mark.6.25) from disposition/habitual quality (earnestness as a character trait proven by conduct, 2Cor.8.7-8, 'in all earnestness... your love') — the same term thus covers both a one-time exertion and an abiding trait.",179,99,M67,,G4710,Mark.6.25,haste,N-GSF,M0.5.4,23,verse-reading,1,2026-09-17T09:35:59Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
99,strong_meaning_tree,"The vocabulary distinguishes act (haste in a specific action, Mark.6.25) from disposition/habitual quality (earnestness as a character trait proven by conduct, 2Cor.8.7-8, 'in all earnestness... your love') — the same term thus covers both a one-time exertion and an abiding trait.",180,99,M67,,G4710,2Cor.8.7,earnestness,N-DSF,M0.5.4,23,verse-reading,2,2026-09-17T09:35:59Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
100,strong_lexicon.lsj,"The structural opposite within the cluster is argos/okneros (idleness, slothfulness) — directly contrasted in Rom.12.11 ('not slothful in zeal').",181,100,M67,,G4710,Rom.12.11,zeal,N-DSF,M0.5.5,24,verse-reading,1,2026-09-17T09:35:59Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
101,strong_meaning_tree,No distinct supplication/seeking term (an act of asking another to grant earnestness) is present in this cluster's vocabulary; earnestness is exhorted (Heb.6.11 'we desire each of you to show') rather than petitioned for as a gift.,182,101,M67,,G4710,Heb.6.11,earnestness,N-ASF,M0.5.7,10,verse-reading,1,2026-09-17T09:35:59Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
102,strong_lexicon.lsj,"No Hebrew OT term for this characteristic is present among cluster members; the vocabulary is entirely Greek NT, drawing on classical usage (Herodotus, Thucydides, Xenophon) that already carried both the 'haste' and 'zeal' senses, showing NT usage continues rather than innovates the semantic range.",183,102,M67,,G4710,Mark.6.25,haste,N-GSF,M0.5.8,40,verse-reading,1,2026-09-17T09:35:59Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
103,strong_lexicon.lsj,"Spoudē/spoudaiōs are not NT coinages; both are well attested in classical Greek from the 5th century BC (Herodotus, Thucydides, Plato, Xenophon) with the same dual haste/zeal semantic field the NT exploits, including the specific religious-zeal sense already found in a 2nd c. BC inscription (pros tēn theān).",184,103,M67,,G4710,Rom.12.11,zeal,N-DSF,M0.5.9,41,verse-reading,1,2026-09-17T09:35:59Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
104,strong_lexicon.lsj; strong_meaning_tree,"The full vocabulary arc for spoudē/spoudaiōs spans physical haste (running, searching), intense petition (pleading earnestly), moral-relational zeal (love proven by earnestness, leading with zeal), and eschatological diligence (full assurance of hope) — showing the characteristic's complete range from bodily speed to spiritual perseverance, all rooted in the single image of purposeful, undivided exertion.",185,104,M67,,G4710,Heb.6.11,earnestness,N-ASF,M0.5.10,13,verse-reading,1,2026-09-17T09:35:59Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
104,strong_lexicon.lsj; strong_meaning_tree,"The full vocabulary arc for spoudē/spoudaiōs spans physical haste (running, searching), intense petition (pleading earnestly), moral-relational zeal (love proven by earnestness, leading with zeal), and eschatological diligence (full assurance of hope) — showing the characteristic's complete range from bodily speed to spiritual perseverance, all rooted in the single image of purposeful, undivided exertion.",186,104,M67,,G4710,Mark.6.25,haste,N-GSF,M0.5.10,13,verse-reading,2,2026-09-17T09:35:59Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
105,strong_meaning_tree,"In Matt.20.6 the operation words 'went out' and 'found' (G1831/G2147, role-T3) are initiated by the master/householder toward the idle men (G0692, home-cluster) standing in the marketplace; the master's speech-act 'said' then addresses them directly, making the idle men the object of the master's inquiry.",187,105,M67,,G0692,Matt.20.6,idle,A-NPM,D7.7.1,,verse-reading,1,2026-09-17T09:35:59Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
106,strong_meaning_tree,"In 1Tim.5.13 the operation word 'learn' (G3129, role-T3) is initiated by the younger widows themselves (subject, not a separate party) resulting in their own state of being idlers (G0692) — a reflexive rather than other-directed operation.",188,106,M67,,G0692,1Tim.5.13,idlers,A-NPF,D7.7.1,105,verse-reading,1,2026-09-17T09:35:59Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
107,strong_meaning_tree,"In Mark.6.25 the girl (party) initiates the operation 'came in' (G1525, role-T3) with haste (G4710, home-cluster) directed toward the king, and then 'asked'/'give' directing her demand toward him for John's head — the operation is agent-initiated and clearly directed toward the king as recipient.",189,107,M67,,G4710,Mark.6.25,haste,N-GSF,D7.7.1,42,verse-reading,1,2026-09-17T09:35:59Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
108,strong_meaning_tree,"In 2Cor.7.12 the operation 'revealed' (G5319, role-T3) concerns Titus's/the church's earnestness (G4710) being made manifest 'to you' before God, but the verse alone does not make clear who is the acting party performing the revealing (God, circumstances, or the letter itself) versus the recipient; adjacent verses (2Cor.7.13-15) describing Titus's report would help establish the initiating party.",190,108,M67,,G4710,2Cor.7.12,earnestness,N-ASF,D7.7.1,15,verse-reading,1,2026-09-17T09:35:59Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
109,strong_meaning_tree,"In 2Pet.1.8, Matt.12.36, 2Cor.7.11, 2Cor.8.8, Rom.12.11/12.8, 2Cor.8.7, Matt.25.26, Titus.1.12, Jude.1.3, 2Pet.2.3, Heb.6.11, Phil.3.1, and Jas.2.20 no D7.7-relevant operation word co-occurring with a distinct party tag directed at another party was found beyond what is separately recorded; where present the operation is reflexive or general exhortation rather than one party acting upon another.",191,109,M67,,G4710,Rom.12.8,zeal,N-DSF,none,,verse-reading,1,2026-09-17T09:35:59Z,,
110,strong_meaning_tree,"The verse's operation word (H7761G/H5648 'make/do a decree', H3052 'paid') is initiated by the Persian king toward the elders/workers of the Jews rebuilding the temple; H0629 'full/without delay' modifies the manner of that payment-operation, not itself an operation.",192,110,M67,,H0629,Ezra.6.8,full,AD,D7.7.1,,verse-reading,1,2026-09-17T09:38:15Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
111,strong_meaning_tree,"The characteristic is named 'diligence/full measure' (Aramaic asparna), signaling thoroughgoing, complete, and exact execution of a directive without deficiency or delay.",193,111,M67,,H0629,Ezra.6.8,full,AD,M0.1.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
112,strong_meaning_tree,The Aramaic term shows at the definitional level a sense of thoroughness and eagerness — 'thoroughly' and 'diligently/eagerly' — combining completeness with zeal in carrying out a task.,194,112,M67,,H0629,Ezra.6.12,diligence,AD,M0.1.2,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
113,strong_meaning_tree,"The term carries a constitutional implication of royal-administrative obligation: whatever is decreed must be carried out completely and without delay, binding officials to full, exact compliance.",195,113,M67,,H0629,Ezra.7.21,diligence,AD,M0.1.3,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
114,strong_meaning_tree,"Primary Aramaic term is asparna (H0629), root meanings 'thoroughly' and 'eagerly/diligently' — showing a fusion of completeness and zealous exertion.",196,114,M67,,H0629,Ezra.7.17,diligence,AD,M0.5.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
115,strong_meaning_tree,"The term functions grammatically as an adverb only, always modifying verbs of decree-execution (make, do, buy, execute), showing the characteristic operates as a manner-qualifier on royal/administrative action rather than as an independent noun or verb concept.",197,115,M67,,H0629,Ezra.6.13,diligence,AD,M0.5.2,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
116,strong_meaning_tree,"Semantic range spans 'full/without delay' (completeness of payment), 'diligence' (zeal in compliance), and 'strictly' (rigor of judicial execution) — always attaching to a verb of official action, showing an idiomatic administrative-Aramaic sense of full, prompt, exact compliance.",198,116,M67,,H0629,Ezra.7.26,strictly,AD,M0.5.3,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
117,strong_meaning_tree,No distinct vocabulary in this cluster's data distinguishes disposition versus act for this term; it functions uniformly as a manner-adverb of execution across all occurrences.,199,117,M67,,H0629,Ezra.5.8,diligently,AD,M0.5.4,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
118,strong_meaning_tree,No structural opposite term is present among this cluster's member strongs in these verses; none recorded.,200,118,M67,,H0629,Ezra.6.8,full,AD,M0.5.5,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
119,strong_meaning_tree,No supplication/seeking term is attested for this characteristic in the given data; none.,201,119,M67,,H0629,Ezra.6.12,diligence,AD,M0.5.7,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
120,strong_meaning_tree,"H0629 is confined to Aramaic royal-decree contexts in Ezra; the NT Greek vocabulary of this cluster (spoudē/spoudaiōs) develops the same core sense of earnest, prompt exertion into a broader moral-spiritual register (haste, effort, zeal toward virtue), showing continuity of the 'thorough/prompt exertion' concept while the NT extends it from administrative compliance to personal moral diligence.",202,120,M67,,H0629,Ezra.7.17,diligence,AD,M0.5.8,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
121,strong_meaning_tree,No NT-period coinage applies to this OT Aramaic term; none.,203,121,M67,,H0629,Ezra.6.13,diligence,AD,M0.5.9,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
122,strong_meaning_tree,"Across its occurrences (Ezra 6:8,12; 7:17,21,23,26; 6:13) the full vocabulary arc shows the characteristic ranging from 'complete/full' (of payment), to 'diligent/zealous' (of compliance), to 'strict' (of judicial execution) — a single adverb covering the semantic territory of thoroughness, promptness, and rigor in carrying out authoritative commands.",204,122,M67,,H0629,Ezra.7.26,strictly,AD,M0.5.10,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
123,strong_meaning_tree,"The characteristic here is named 'in full' (H0149), signaling exactness and completeness in execution of the divine/royal decree without partial compliance.",205,123,M67,,H0149,Ezra.7.23,full,AD,M0.1.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
124,strong_meaning_tree,"The term shows at the definitional level senses of 'correctly, exactly, diligently, earnestly' — a term of precision paired with zeal.",206,124,M67,,H0149,Ezra.7.23,full,AD,M0.1.2,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
125,strong_meaning_tree,"Its relational implication is that the God-of-heaven decree carries a binding force requiring full, exact execution by the king's officials, lest wrath fall on the realm.",207,125,M67,,H0149,Ezra.7.23,full,AD,M0.1.3,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
126,strong_meaning_tree,"Primary term H0149 (adverb), root sense showing precision ('correctly, exactly') fused with zeal ('diligently, earnestly') — a near-synonym pairing with H0629 in the same administrative register.",208,126,M67,,H0149,Ezra.7.23,full,AD,M0.5.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
127,strong_meaning_tree,"Grammatically an adverb only, modifying the passive verb of execution ('let it be done in full'), showing the characteristic as a manner-quality attaching to compliance-actions.",209,127,M67,,H0149,Ezra.7.23,full,AD,M0.5.2,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
128,strong_meaning_tree,"Semantic range covers exactness, correctness, diligence, and earnestness together — used idiomatically with 'let it be done' to demand thorough, unstinting fulfillment of a royal-religious order.",210,128,M67,,H0149,Ezra.7.23,full,AD,M0.5.3,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
129,strong_meaning_tree,No distinction of disposition versus act is carried by this single adverbial term in the data; none recorded.,211,129,M67,,H0149,Ezra.7.23,full,AD,M0.5.4,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
130,strong_meaning_tree,No structural opposite term is attested for H0149 in the given data; none.,212,130,M67,,H0149,Ezra.7.23,full,AD,M0.5.5,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
131,strong_meaning_tree,No person-type term attested for this characteristic; none.,213,131,M67,,H0149,Ezra.7.23,full,AD,M0.5.6,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
132,strong_meaning_tree,No supplication/seeking term attested; none.,214,132,M67,,H0149,Ezra.7.23,full,AD,M0.5.7,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
133,strong_meaning_tree,"H0149 belongs to the same OT Aramaic administrative register as H0629, both modifying decree-execution verbs; the NT Greek terms of this cluster develop the notion into personal ethical zeal, showing continuity of the underlying 'complete/earnest fulfillment' idea across Testaments while shifting its domain from royal bureaucracy to individual conduct.",215,133,M67,,H0149,Ezra.7.23,full,AD,M0.5.8,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
134,strong_meaning_tree,No NT-period coinage applies to this OT term; none.,216,134,M67,,H0149,Ezra.7.23,full,AD,M0.5.9,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
135,strong_meaning_tree,"The single occurrence shows H0149 covering exactness, correctness, diligence, and earnestness bound together in one adverb qualifying full compliance with a divine decree.",217,135,M67,,H0149,Ezra.7.23,full,AD,M0.5.10,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
136,strong_meaning_tree,"The verse's operation word H1811 'leaks' is directed at 'the house' (a passive party affected), caused by H8220 'indolence' as the operative agent/cause rather than a personal initiator; no human party initiates the action deliberately — the operation is the natural consequence of the negative characteristic.",218,136,M67,,H8220,Eccl.10.18,indolence,HNcfsc,D7.7.1,,verse-reading,1,2026-09-17T09:38:15Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
137,strong_meaning_tree,"The characteristic is named 'indolence/sinking' (H8220), signaling the structural opposite of diligence — a slackness of hands that lets a house physically decay.",219,137,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.1.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
138,strong_meaning_tree,"The Hebrew term shows at the definitional level 'sinking, idleness, inactivity' — a term rooted in the image of drooping/sinking hands that fail to act.",220,138,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.1.2,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
139,strong_meaning_tree,"It carries a constitutional implication: neglect of due diligence produces material ruin (the house leaks), making indolence the structural negative counterpart to diligent maintenance.",221,139,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.1.3,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
140,strong_meaning_tree,"Primary Hebrew term H8220 shiphlut/shephalut-type noun, root meaning 'sinking down, idleness' — showing the characteristic's opposite pole envisioned as a physical drooping or sinking of the hands.",222,140,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
141,strong_meaning_tree,"Grammatically a noun (construct), showing the characteristic's opposite framed as a state/condition ('indolence of hands') rather than an act.",223,141,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.2,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
142,strong_meaning_tree,"Semantic range covers 'sinking, idleness, inactivity' — used analogically in parallel with 'sloth' (H6103) causing the roof to sink, extending the physical image of slack hands to structural neglect and decay.",224,142,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.3,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
143,strong_meaning_tree,"H8220 functions as a condition/state term (indolence as a settled inactivity), distinguishing this negative disposition from the act-oriented diligence terms (H0629, H0149) found elsewhere in the cluster.",225,143,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.4,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
144,strong_meaning_tree,H8220 itself serves as the structural opposite/absence term for diligence within this cluster's vocabulary — the negative counterpart to the 'full/diligent' Aramaic terms.,226,144,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.5,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
145,strong_meaning_tree,"No distinct person-type term (e.g., 'the indolent one') is attested for H8220 in the given data; none.",227,145,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.6,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
146,strong_meaning_tree,No supplication/seeking term attested for this characteristic; none.,228,146,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.7,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
147,strong_meaning_tree,"H8220 as the OT negative pole (indolence causing decay) parallels the NT Greek negative-pole terms in this cluster (argos 'idle', ataktein 'to be idle/disorderly'), showing continuity: both Testaments pair a positive diligence vocabulary with a negative idleness vocabulary describing the same structural opposition of active exertion versus slack neglect.",229,147,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.8,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
148,strong_meaning_tree,No NT-period coinage applies to this OT Hebrew term; none.,230,148,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.9,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
149,strong_meaning_tree,"The single occurrence shows H8220's full range as 'sinking, idleness, inactivity' — the negative pole of the diligence spectrum, illustrated concretely by structural decay resulting from neglect.",231,149,M67,,H8220,Eccl.10.18,indolence,HNcfsc,M0.5.10,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
150,strong_meaning_tree,"In 2Pet.1.5 the operation word G2023 'supplement' is initiated by the believer (addressee, 2nd person) directed toward building faith with virtue; G4710 'effort' names the exertion accompanying that self-directed operation, not itself the operation.",232,150,M67,,G4710,2Pet.1.5,effort,N-ASF,D7.7.1,44,verse-reading,1,2026-09-17T09:38:15Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
151,strong_meaning_tree,"In 2Cor.8.16 the operation word G1325 'put' is initiated by God, directed into the heart of Titus, producing the 'earnest care' (G4710) that Titus then has for the Corinthians — a divine-to-human-to-third-party chain of operation.",233,151,M67,,G4710,2Cor.8.16,earnest care,N-ASF,D7.7.1,150,verse-reading,1,2026-09-17T09:38:15Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
