id,no,word,source_list,category_hint,phase1_input_file,phase1_status,phase1_output_file,phase2_datasets,notes,automation_eligible,last_automation_run,automation_run_id,phase1_term_count,phase1_verse_count,strongs_list
193,193,craving,High Confidence,Volitional/Somatic,,In Progress,,,Added 2026-03-15: identified in Next 25 analysis as missing from original 181-word list.,1,2026-03-18T13:41:48,RUN-20260318_134133-BULK_GAP_FILL,2,2,"[{""strong"": ""H8378"", ""count"": 2}, {""strong"": ""H0183"", ""count"": 2}, {""strong"": ""H1942"", ""count"": 1}, {""strong"": ""H5315"", ""count"": 1}, {""strong"": ""G3552"", ""count"": 1}, {""strong"": ""G3713"", ""count"": 1}]"
194,194,blessing,High Confidence,Positive/Relational,,In Progress,,,Added 2026-03-15: identified in Next 25 analysis as missing from original 181-word list.,1,2026-03-18T13:41:48,RUN-20260318_134133-BULK_GAP_FILL,5,139,"[{""strong"": ""H1293"", ""count"": 52}, {""strong"": ""G2129"", ""count"": 10}, {""strong"": ""H0853"", ""count"": 8}, {""strong"": ""G2127"", ""count"": 8}, {""strong"": ""H1288"", ""count"": 5}, {""strong"": ""G3108"", ""count"": 2}, {""strong"": ""H1961"", ""count"": 1}, {""strong"": ""H0854"", ""count"": 1}, {""strong"": ""H2063"", ""count"": 1}, {""strong"": ""G5486"", ""count"": 1}]"
195,195,spiritual powers,High Confidence,Spiritual/External Operator — Cross-Registry Synthesis,,In Progress,,,SPECIAL HANDLING — No further action required. Cross-registry synthesis placeholder that emerges from the power/authority/might/dominion/energy cluster (#196–200) through Session D analysis. The strongs_list is correctly empty. Session A should not be run independently for this entry. Source: Session-A-v9-Empty-Words-Analysis-20260318.,0,2026-03-18T13:41:48,RUN-20260318_134133-BULK_GAP_FILL,0,0,[]
196,196,power,High Confidence,Volitional-Spiritual/Capacity and Agency,,In Progress,,,"Added 2026-03-17: identified via STEP Bible testing of the power word family during Col 2:8 exegetical review. Critical English-first gap — 'power' as a translation gloss covers central biblical terms entirely absent from the registry. Primary Greek terms expected: G1411 dunamis (power/force — Rom 8:38; Eph 1:21; 1 Pet 3:22), G2904 kratos (dominion/lordship — Eph 1:19; Col 1:11), G1753 energeia (active working/energy — Eph 1:19; 2 Thess 2:9 — used of both divine and Satanic power). Primary Hebrew terms expected: H3581 ko.ach (strength/power), H1369 ge.vu.rah (might/heroic power), H5797 oz (strength/power), H8617 te.qu.mah (power to stand), H4756 shil.ton (power/dominion). Note: terms describing human inner capacity (ability, strength) should cross-link to #187 strength. Terms describing spiritual-agent power over persons should flag PROCESS_DYNAMIC for Session D synthesis under #195. Expected to be large — likely requires split. Cross-links: authority (#197), might (#198), dominion (#199), strength (#187), spiritual powers (#195).",1,2026-03-18T13:41:48,RUN-20260318_134133-BULK_GAP_FILL,19,1448,"[{""strong"": ""G1411"", ""count"": 76}, {""strong"": ""H3581"", ""count"": 40}, {""strong"": ""H3027"", ""count"": 30}, {""strong"": ""H5797"", ""count"": 13}, {""strong"": ""G1849"", ""count"": 10}, {""strong"": ""H1369"", ""count"": 8}, {""strong"": ""H0853"", ""count"": 5}, {""strong"": ""H0410"", ""count"": 4}, {""strong"": ""H2428"", ""count"": 4}, {""strong"": ""H1961"", ""count"": 3}, {""strong"": ""H4467"", ""count"": 3}, {""strong"": ""H2220"", ""count"": 3}, {""strong"": ""H7980"", ""count"": 3}, {""strong"": ""G1415"", ""count"": 3}, {""strong"": ""H5921"", ""count"": 2}, {""strong"": ""H3444"", ""count"": 2}, {""strong"": ""H2632"", ""count"": 2}, {""strong"": ""H5794"", ""count"": 1}, {""strong"": ""H8617"", ""count"": 1}, {""strong"": ""H0369"", ""count"": 1}, {""strong"": ""H3201"", ""count"": 1}, {""strong"": ""H0859"", ""count"": 1}, {""strong"": ""H3709"", ""count"": 1}, {""strong"": ""H2429"", ""count"": 1}, {""strong"": ""H8633"", ""count"": 1}, {""strong"": ""H0202"", ""count"": 1}, {""strong"": ""H3588"", ""count"": 1}, {""strong"": ""H5810"", ""count"": 1}, {""strong"": ""H8592"", ""count"": 1}, {""strong"": ""H1926"", ""count"": 1}, {""strong"": ""H7989"", ""count"": 1}, {""strong"": ""H7983"", ""count"": 1}, {""strong"": ""H0834"", ""count"": 1}, {""strong"": ""H6109"", ""count"": 1}, {""strong"": ""H7981"", ""count"": 1}, {""strong"": ""H3028"", ""count"": 1}, {""strong"": ""G1753"", ""count"": 1}, {""strong"": ""G2904"", ""count"": 1}, {""strong"": ""G2480"", ""count"": 1}, {""strong"": ""G0846"", ""count"": 1}]"
197,197,authority,High Confidence,Volitional-Spiritual/Agency and Governance,,In Progress,,,"Added 2026-03-17: identified via STEP Bible testing during Col 2:8 exegetical review. 'Authority' as a translation gloss is a critical English-first gap — exousia alone has 100+ NT occurrences and is central to Paul's cosmology of powers. Primary Greek terms expected: G1849 exousia (authority/power — Eph 6:12; Col 2:15; Lk 4:36; Rom 13:1), G1849-v exousiazō (to exercise authority over), G0746 archē (ruler/principality/beginning — Eph 6:12; Col 2:15; Rom 8:38), G0758 archōn (ruler/prince — Jn 12:31; Eph 2:2), G2888 kosmokratōr (world ruler — Eph 6:12), G1415 exischuō (to have power over). Primary Hebrew terms expected: H2633 che.sen (authority — rare), H4475 mem.sha.lah (dominion/rule), H7989 shal.lit (domineering/ruling). Note: this registry will be the primary home for the spiritual-principalities dimension identified in Col 2:8. Session B analysis should flag PROCESS_DYNAMIC for all terms describing authority exercised over the inner person. Cross-links: power (#196), dominion (#199), spiritual powers (#195), bondage (#17).",1,2026-03-18T13:41:48,RUN-20260318_134133-BULK_GAP_FILL,12,66,"[{""strong"": ""G1849"", ""count"": 64}, {""strong"": ""G1850"", ""count"": 3}, {""strong"": ""H4475"", ""count"": 2}, {""strong"": ""G2715"", ""count"": 2}, {""strong"": ""G2963"", ""count"": 2}, {""strong"": ""H3027"", ""count"": 1}, {""strong"": ""H1935"", ""count"": 1}, {""strong"": ""H7287"", ""count"": 1}, {""strong"": ""H4932"", ""count"": 1}, {""strong"": ""H8633"", ""count"": 1}, {""strong"": ""H4915"", ""count"": 1}, {""strong"": ""H4474"", ""count"": 1}, {""strong"": ""G1415"", ""count"": 1}, {""strong"": ""G0831"", ""count"": 1}, {""strong"": ""G2003"", ""count"": 1}, {""strong"": ""G0746"", ""count"": 1}]"
198,198,might,High Confidence,Volitional/Capacity and Strength,,In Progress,,,"Added 2026-03-17: identified via STEP Bible testing during Col 2:8 exegetical review. 'Might' as a translation gloss covers strength/power terms that overlap with but are distinct from #187 strength — particularly in contexts of divine and heroic might bearing on the inner person. Primary Greek terms expected: G2479 ischus (strength/might — Eph 6:10; Rev 5:12), G2478 ischuros (strong — used of binding the strong man, Mt 12:29), G2480 ischuō (to be strong/able). Primary Hebrew terms expected: H1369 ge.vu.rah (might/heroic strength — frequently of divine might bearing on human experience), H0193 on (strength/vigour), H5797 oz (strength/might), H5800 e.zuz/iz.zuz (might/power), H0047 ab.bir (mighty), H3524 kab.bir (mighty). Note: scope carefully against #187 strength — might tends toward the external/overwhelming dimension, strength toward inner capacity. Cross-links: power (#196), strength (#187), authority (#197).",1,2026-03-18T13:41:49,RUN-20260318_134133-BULK_GAP_FILL,30,1686,"[{""strong"": ""H1369"", ""count"": 35}, {""strong"": ""H5797"", ""count"": 12}, {""strong"": ""H3581"", ""count"": 7}, {""strong"": ""H5414"", ""count"": 4}, {""strong"": ""H4616"", ""count"": 4}, {""strong"": ""G1510"", ""count"": 4}, {""strong"": ""H6031"", ""count"": 3}, {""strong"": ""H5807"", ""count"": 3}, {""strong"": ""G2770"", ""count"": 3}, {""strong"": ""H3966"", ""count"": 2}, {""strong"": ""H6108"", ""count"": 2}, {""strong"": ""H2428"", ""count"": 2}, {""strong"": ""H0853"", ""count"": 2}, {""strong"": ""H0202"", ""count"": 2}, {""strong"": ""H7161"", ""count"": 2}, {""strong"": ""H1370"", ""count"": 2}, {""strong"": ""G4137"", ""count"": 2}, {""strong"": ""G2904"", ""count"": 2}, {""strong"": ""G2479"", ""count"": 2}, {""strong"": ""H4592"", ""count"": 1}, {""strong"": ""H3179"", ""count"": 1}, {""strong"": ""H6435"", ""count"": 1}, {""strong"": ""H0859"", ""count"": 1}, {""strong"": ""H3588"", ""count"": 1}, {""strong"": ""H6965"", ""count"": 1}, {""strong"": ""H3627"", ""count"": 1}, {""strong"": ""H6696"", ""count"": 1}, {""strong"": ""H0935"", ""count"": 1}, {""strong"": ""H6099"", ""count"": 1}, {""strong"": ""H2220"", ""count"": 1}, {""strong"": ""H2389"", ""count"": 1}, {""strong"": ""H2151"", ""count"": 1}, {""strong"": ""H8074"", ""count"": 1}, {""strong"": ""H8632"", ""count"": 1}, {""strong"": ""H1934"", ""count"": 1}, {""strong"": ""H4481"", ""count"": 1}, {""strong"": ""H1768"", ""count"": 1}, {""strong"": ""H7337"", ""count"": 1}, {""strong"": ""G4617"", ""count"": 1}, {""strong"": ""G3379"", ""count"": 1}, {""strong"": ""G3779"", ""count"": 1}, {""strong"": ""G1511"", ""count"": 1}, {""strong"": ""G1096"", ""count"": 1}, {""strong"": ""G0618"", ""count"": 1}, {""strong"": ""G1731"", ""count"": 1}]"
199,199,dominion,High Confidence,Spiritual/Governance and Rule,,In Progress,,,"Added 2026-03-17: identified via STEP Bible testing during Col 2:8 exegetical review. 'Dominion' as a translation gloss covers the rule/lordship dimension of power — particularly relevant to how spiritual forces hold dominion over persons and how Christ's victory transfers that dominion. Primary Greek terms expected: G2904 kratos (dominion/lordship — Eph 1:19; Col 1:11; 1 Pet 4:11), G2961 kurieuō (to have dominion over — Rom 6:9,14 — sin's dominion over the person), G2634 katakurieuō (to exercise dominion over). Primary Hebrew terms expected: H4475 mem.sha.lah (dominion/rule), H7989 shal.lit (domineering), H4427 ma.lakh (to reign/rule), H7300 ru.d (to have dominion). Note: Rom 6:9,14 — sin no longer has dominion — is a key inner-being verse anchoring this word. Session B should flag PROCESS_DYNAMIC for all terms describing dominion exercised over the inner person. Cross-links: power (#196), authority (#197), bondage (#17), spiritual powers (#195).",1,2026-03-18T13:41:49,RUN-20260318_134133-BULK_GAP_FILL,5,84,"[{""strong"": ""H7985"", ""count"": 13}, {""strong"": ""H4475"", ""count"": 8}, {""strong"": ""H7287"", ""count"": 6}, {""strong"": ""G2904"", ""count"": 5}, {""strong"": ""H4910"", ""count"": 3}, {""strong"": ""G2961"", ""count"": 2}, {""strong"": ""H7980"", ""count"": 1}, {""strong"": ""H3027"", ""count"": 1}, {""strong"": ""H1768"", ""count"": 1}, {""strong"": ""H4474"", ""count"": 1}, {""strong"": ""G2963"", ""count"": 1}, {""strong"": ""G0932"", ""count"": 1}]"
200,200,energy,Medium Confidence,Spiritual/Active Working,,In Progress,,,"Added 2026-03-17: identified via STEP Bible testing during Col 2:8 exegetical review. 'Energy' as a translation gloss for energeia/energēs covers the active-working dimension of power — used in the NT for both divine working within the inner person AND Satanic active working. This dual usage makes it particularly significant for understanding what operates on the inner being. Primary Greek terms expected: G1753 energeia (active energy/working — Phil 3:21 divine working; 2 Thess 2:9,11 Satanic working; Eph 1:19; Col 1:29), G1754 energeō (to work/be active — Gal 2:8; 5:6), G1756 energēs (effective/active — 1 Cor 16:9; Heb 4:12 — the word of God as energēs). Medium confidence: 'energy' may not be a common translation gloss in all versions — Session A should verify which English translations use this term and identify the primary gloss. If 'energy' proves too narrow as an entry point, may need to fold into #196 power with a sub-note. Cross-links: power (#196), transformation (#161), spiritual powers (#195).",1,2026-03-18T13:41:49,RUN-20260318_134133-BULK_GAP_FILL,0,0,"[{""strong"": ""G1753"", ""count"": 1}]"
201,201,image,Session A v9 Gap Analysis,Anthropology,RUN-20260318_150513-NEW_WORD,Complete,,,"GAP — New entry. Replaces ""image of God"" (#84). Priority 1. Primary anchor: H6754 (tselem, image/likeness; 17 occurrences — Gen 1:26-27 central). Supporting: H1823 (demuth, likeness; 25 occurrences); G1504 (eikōn, image; 23 NT occurrences — Col 1:15, 2 Cor 4:4, Rom 8:29). HIGHEST PRIORITY GAP — imago Dei terms absent from all existing registries. Foundational to the entire anthropological framework. Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:08:09,RUN-20260318_150513-NEW_WORD,3,57,"[{""strong"":""H6754""},{""strong"":""H1823""},{""strong"":""G1504""}]"
202,202,transformation,Session A v9 Gap Analysis,Inner Life,RUN-20260318_150829-NEW_WORD,Complete,,,"GAP — New entry. Replaces ""transformation"" (#161). Priority 2. Primary anchor: G3339 (metamorphoō, to transform; 4 occurrences — Rom 12:2, 2 Cor 3:18, Matt 17:2, Mk 9:2). Supporting: G0342 (anakainōsis, renewal/transformation; 2 occurrences — Rom 12:2, Tit 3:5); G3345 (metaschēmatizō; 5 occurrences); H2498 (chalaph, to renew/pass through; ~29 occurrences). High theological priority — Romans 12:2 anchor. Links with renewal (#134) and likeness (#25 new). Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:11:05,RUN-20260318_150829-NEW_WORD,3,36,"[{""strong"":""G3339""},{""strong"":""G0342""},{""strong"":""G3345""},{""strong"":""H2498""}]"
203,203,treachery,Session A v9 Gap Analysis,Sin & Vice,RUN-20260318_151236-NEW_WORD,Complete,,,"GAP — New entry. Replaces ""betrayal"" (#12). Priority 3. Primary anchor: H0898 (bagad, to act treacherously; 51 occurrences). Supporting: H4820 (mirmah, deceit in covenant contexts; 39 occurrences); G4273 (prodotēs, traitor; 3 NT occurrences). Betrayal as relational breach of covenantal trust is distinct from deceit. H0898 concentrated in Psalms and prophets. ""Treachery"" is more precise; ""betrayal"" is registry heading. Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:12:36,RUN-20260318_151236-NEW_WORD,1,3,"[{""strong"":""H0898""},{""strong"":""H4820""},{""strong"":""G4273""}]"
204,204,name,Session A v9 Gap Analysis,Anthropology,RUN-20260318_151313-NEW_WORD,In Progress,,,"GAP — New entry. Replaces ""identity"" (#82). Priority 4. Primary anchor: H8034 (shem, name/identity/character; 864 occurrences). Supporting: G3686 (onoma, name; 228 NT occurrences, particularly in identity and revelation contexts); H3045 (yada, to know — God's knowing of persons). In biblical anthropology a person's name is their identity — character, reputation, relational standing before God. H8034 is one of the most frequent Hebrew terms; rich inner-being dimension (Prov 22:1; Isa 43:1; Rev 2:17). Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:13:15,RUN-20260318_151313-NEW_WORD,2,484,"[{""strong"":""H8034""},{""strong"":""G3686""}]"
205,205,resentment,Session A v9 Gap Analysis,Emotion,RUN-20260318_151336-NEW_WORD,In Progress,,,"GAP — New entry. Replaces ""resentment"" (#136). Priority 5. Primary anchor: H7107 (qatsaph, to be wrathful/resentful; 46 occurrences). Supporting: H5006 (na'ats, to spurn with contempt; 25 occurrences); G3949 (parorgizō, to provoke to resentment; 2 NT occurrences). Distinct from anger (#4) in temporal persistence and from bitterness (#13) in relational direction. H7107 not covered in any existing registry. Primary verse set in Psalms and prophets. Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:13:36,RUN-20260318_151336-NEW_WORD,0,0,"[{""strong"":""H7107""},{""strong"":""H5006""},{""strong"":""G3949""}]"
206,206,vulnerability,Session A v9 Gap Analysis,Anthropology,RUN-20260318_151346-NEW_WORD,In Progress,,,"GAP — New entry. Replaces ""vulnerability"" (#169). Priority 6. Primary anchor: H6168 (arah, to lay bare/expose; ~15 occurrences). Supporting: H6174 (arom, naked/exposed; 16 occurrences); G1131 (gymnos, naked/vulnerable; 15 NT occurrences — including Heb 4:13 ""naked and laid bare before God""). Inner state of being uncovered and exposed before God and before others. Heb 4:13 provides strong NT theological basis. ""Vulnerability"" is a modern overlay on the nakedness/exposure word family. Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:13:46,RUN-20260318_151346-NEW_WORD,3,44,"[{""strong"":""H6168""},{""strong"":""H6174""},{""strong"":""G1131""}]"
207,207,blindness (spiritual),Session A v9 Gap Analysis,Sin & Vice,RUN-20260318_151929-NEW_WORD,Complete,,,"GAP — New entry. Replaces ""darkening"" (#37). Priority 7. Primary anchor: G4656 (skotizō, to darken; 8 occurrences — including Rom 1:21, Rev 9:2). Supporting: G4457 (pōrōsis, hardening/blindness; 3 occurrences — Mk 3:5, Rom 11:25, Eph 4:18); G5185 (tuphlos, blind, in inner-state uses); H6272 (atam, to be darkened; rare). Darkening of mind and heart as inner-being state (Rom 1:21, Eph 4:18) not represented in any existing registry. Distinct from hardness (#74) in cognitive/perceptive dimension. Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:19:29,RUN-20260318_151929-NEW_WORD,2,47,"[{""strong"":""G4656""},{""strong"":""G4457""},{""strong"":""G5185""}]"
208,208,sloth,Session A v9 Gap Analysis,Sin & Vice,RUN-20260318_151940-NEW_WORD,In Progress,,,"GAP — New entry. Replaces ""laziness"" (#101). Priority 8. Primary anchor: H6103 (atslah, slothfulness; 15 occurrences — concentrated in Proverbs). Supporting: H6102 (atsel, sluggard; 14 occurrences — Proverbs); H7503 (raphah, to be slack/let drop; ~46 occurrences); G3636 (oknēros, lazy/slothful; 3 NT occurrences). Clearly defined semantic field not covered by existing entries. Proverbs concentration makes this significant wisdom-literature inner-being term. Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:19:41,RUN-20260318_151940-NEW_WORD,4,64,"[{""strong"":""H6103""},{""strong"":""H6102""},{""strong"":""H7503""},{""strong"":""G3636""}]"
209,209,likeness,Session A v9 Gap Analysis,Anthropology,RUN-20260318_152012-NEW_WORD,Complete,,,"GAP — New entry. Replaces ""conformity"" (#25). Priority 9. Primary anchor: G3339 (metamorphoō, to transform/be conformed; 6 occurrences). Supporting: G4833 (symmorphos, conformed to; 2 occurrences — Rom 8:29, Phil 3:21); G3345 (metaschēmatizō, to change form; 5 occurrences); H1823 (demuth, likeness). Inner transformation into Christlikeness is a distinct and high-value theological concept not covered by any existing entry. Links naturally with transformation (#161 new). Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:20:12,RUN-20260318_152012-NEW_WORD,1,1,"[{""strong"":""G4833""},{""strong"":""G3339""},{""strong"":""G3345""},{""strong"":""H1823""}]"
210,210,deadness,Session A v9 Gap Analysis,Sin & Vice,RUN-20260318_152056-NEW_WORD,In Progress,,,"GAP — New entry. Replaces ""deadness"" (#38). Priority 10. Primary anchor: G3498 (nekros in inner-state sense — Eph 2:1, Col 2:13; ~7 targeted verses). Supporting: H4191 (muth in spiritual-death contexts); G2348 (thnēskō, to die, in spiritual uses). Spiritual deadness as inner state is distinct anthropological category in Paul's theology. Related to hardness (#74) but semantically separate — deadness describes absence of spiritual life while hardness describes resistance. Small but theologically significant verse set. Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:20:58,RUN-20260318_152056-NEW_WORD,3,425,"[{""strong"":""G3498""},{""strong"":""H4191""},{""strong"":""G2348""}]"
211,211,being,Session A v9 Gap Analysis,Anthropology,RUN-20260318_152124-NEW_WORD,In Progress,,,"GAP — New entry. Replaces ""personhood"" (#119). Priority 11. Primary anchor: H5315 (nephesh as the ontological living being — distinct from nephesh as soul/inner life). Supporting: G5590 (psychē as the individuated self — distinct from psychē as soul/emotion). Partially overlaps with soul (#182) but the ontological dimension of personhood (the person as a whole being, not just their inner life) deserves explicit treatment. First confirm whether soul (#182) covers the personhood dimension of nephesh explicitly; if so, this entry may be merged. Source: Session-A-v9-Empty-Words-Analysis-20260318.",1,2026-03-18T15:21:24,RUN-20260318_152124-NEW_WORD,0,0,"[{""strong"":""H5315""},{""strong"":""G5590""}]"
